Date,USD,CNY,AUD,KRW,NZD,CAD,JPY,GBP
19/4/2007,1.3606,10.4999,1.6291,1263.37,1.828,1.5357,161.21,0.6797
18/4/2007,1.3607,10.5079,1.6227,1262.69,1.8172,1.5341,161.33,0.6777
17/4/2007,1.3571,10.496,1.6223,1260.12,1.8217,1.5339,161.4,0.676
16/4/2007,1.3531,10.4556,1.624,1260.1,1.8276,1.5312,161.98,0.6799
13/4/2007,1.3529,10.446,1.6224,1256.71,1.8325,1.539,161.32,0.6811
12/4/2007,1.3485,10.4171,1.6263,1255.9,1.8456,1.5297,160.65,0.6812
11/4/2007,1.343,10.3752,1.6277,1251.68,1.843,1.5287,160.34,0.6798
10/4/2007,1.3436,10.3878,1.6247,1254.29,1.838,1.5409,159.93,0.681
09/4/2007,1.3353,10.3275,1.6342,1245.53,1.8522,1.5385,159.41,0.6806
06/4/2007,1.3377,10.3264,1.6382,1246.07,1.856,1.5394,159.52,0.6806
05/4/2007,1.3421,10.3724,1.6381,1252.19,1.8547,1.5451,159.35,0.6812
04/4/2007,1.3371,10.3403,1.6325,1251.2,1.8534,1.55,158.62,0.6765
03/4/2007,1.3333,10.3071,1.6389,1248.41,1.8505,1.545,158.62,0.675
02/4/2007,1.3368,10.3291,1.6356,1252.26,1.8463,1.5454,157.46,0.6756
30/3/2007,1.3355,10.3231,1.651,1256.17,1.8683,1.5406,157.33,0.6783
29/3/2007,1.3331,10.3005,1.6517,1253.38,1.8622,1.5446,157.38,0.679
28/3/2007,1.3316,10.2895,1.6538,1251.7,1.8767,1.543,155.65,0.6788
27/3/2007,1.3352,10.3251,1.6514,1256.74,1.8614,1.5442,157.3,0.6794
26/3/2007,1.3333,10.3137,1.6457,1250.64,1.8598,1.5486,157.48,0.6769
23/3/2007,1.3282,10.2696,1.6496,1244.66,1.8662,1.5412,156.89,0.6777
22/3/2007,1.3331,10.2968,1.6526,1249.86,1.8729,1.5427,157.45,0.6785
21/3/2007,1.3385,10.3564,1.6557,1254.88,1.8836,1.5464,157.4,0.6801
20/3/2007,1.3314,10.3007,1.6569,1253.38,1.8857,1.5458,156.14,0.6789
19/3/2007,1.33,10.2889,1.6612,1254.87,1.8935,1.5656,156.32,0.684
16/3/2007,1.3311,10.2976,1.672,1257.22,1.9091,1.5657,155.46,0.6851
15/3/2007,1.3237,10.2485,1.6767,1249.84,1.9018,1.5575,155.51,0.6834
14/3/2007,1.3224,10.2371,1.6802,1250.95,1.9085,1.5543,154.77,0.6832
13/3/2007,1.3196,10.2219,1.6903,1245.97,1.923,1.5494,153.24,0.6844
12/3/2007,1.3187,10.2157,1.6775,1244.14,1.8948,1.5453,155.24,0.6822
09/3/2007,1.3113,10.1534,1.6802,1240.02,1.8962,1.5366,155.07,0.6788
08/3/2007,1.3129,10.1627,1.6889,1243.91,1.9163,1.5489,153.73,0.6806
07/3/2007,1.3175,10.1969,1.695,1249.39,1.9396,1.5521,152.97,0.6817
06/3/2007,1.3125,10.1576,1.6933,1242.86,1.9205,1.5429,152.95,0.6797
05/3/2007,1.3093,10.148,1.6979,1245.14,1.9392,1.5452,151.37,0.681
02/3/2007,1.3192,10.2151,1.6861,1243.33,1.9206,1.5519,154.16,0.6787
01/3/2007,1.3184,10.2091,1.678,1241.27,1.9003,1.5447,155.05,0.673
28/2/2007,1.3233,10.2385,1.6791,1245.66,1.8829,1.5461,156.69,0.6737
27/2/2007,1.324,10.2463,1.6791,1242.67,1.8919,1.5439,156.17,0.6749
26/2/2007,1.3182,10.2099,1.6589,1237.13,1.8545,1.5298,158.96,0.6714
23/2/2007,1.3166,10.2049,1.6616,1234.43,1.8629,1.5253,159.32,0.6707
22/2/2007,1.3124,10.1701,1.6629,1231.63,1.8602,1.5232,159.49,0.6707
21/2/2007,1.3138,10.1817,1.6593,1232.14,1.8595,1.5234,158.81,0.6722
20/2/2007,1.3138,10.1863,1.6718,1232.94,1.8723,1.5374,157.63,0.672
19/2/2007,1.3153,10.1925,1.6705,1231.12,1.8719,1.5308,157.28,0.6741
16/2/2007,1.3139,10.1786,1.6685,1229.72,1.8816,1.5273,156.76,0.6735
15/2/2007,1.3145,10.1916,1.6741,1228.4,1.8934,1.5276,156.68,0.6731
14/2/2007,1.3127,10.1848,1.6741,1231.54,1.8887,1.5292,158.51,0.6688
13/2/2007,1.3036,10.114,1.6726,1224.38,1.8886,1.5205,157.91,0.6695
12/2/2007,1.2963,10.0522,1.6791,1215.15,1.8949,1.5228,158.06,0.6654
09/2/2007,1.3004,10.0776,1.6731,1215.06,1.9043,1.5242,158.22,0.6668
08/2/2007,1.3038,10.1031,1.668,1218.98,1.9059,1.5413,157.81,0.6658
07/2/2007,1.3018,10.0773,1.6709,1214.22,1.8988,1.541,157,0.6604
06/2/2007,1.298,10.0656,1.6678,1210.64,1.9063,1.534,155.87,0.6585
05/2/2007,1.2922,10.0308,1.6653,1209.7,1.8895,1.5276,155.54,0.6595
02/2/2007,1.2968,10.055,1.6723,1215.01,1.9022,1.5361,156.99,0.6589
01/2/2007,1.3021,10.1032,1.6813,1219.86,1.9068,1.5348,157.21,0.6617
31/1/2007,1.3033,10.133,1.6774,1226.31,1.8895,1.5329,157.28,0.6636
30/1/2007,1.2964,10.0825,1.6779,1221.66,1.8829,1.5302,157.67,0.6604
29/1/2007,1.2955,10.0685,1.6775,1217.71,1.8617,1.5314,157.71,0.6609
26/1/2007,1.2915,10.0443,1.6692,1214.62,1.856,1.5239,157,0.6589
25/1/2007,1.2932,10.0457,1.6719,1209.64,1.8582,1.5297,156.71,0.6584
24/1/2007,1.2961,10.0741,1.6563,1212.7,1.8499,1.5269,156.95,0.6584
23/1/2007,1.3024,10.1282,1.6433,1224.13,1.8567,1.537,158.47,0.657
22/1/2007,1.2947,10.0678,1.6427,1217.08,1.8519,1.53,157.46,0.6551
19/1/2007,1.2965,10.0787,1.6405,1213.47,1.8625,1.5193,157.19,0.6567
18/1/2007,1.2953,10.0678,1.6422,1213.2,1.8603,1.5201,157.15,0.6563
17/1/2007,1.2936,10.055,1.6442,1211.4,1.8681,1.5169,156.01,0.6566
16/1/2007,1.2917,10.0608,1.6491,1208.26,1.8554,1.5188,155.8,0.6585
15/1/2007,1.2935,10.0805,1.6499,1213.5,1.8579,1.5087,155.81,0.6585
12/1/2007,1.2916,10.0689,1.6485,1213.81,1.868,1.509,155.41,0.6594
11/1/2007,1.2892,10.0487,1.6497,1210.23,1.8624,1.5167,155.32,0.6625
10/1/2007,1.2933,10.0942,1.664,1212.6,1.8828,1.5209,154.76,0.6695
09/1/2007,1.2996,10.143,1.664,1219.64,1.8777,1.5285,155.14,0.6701
08/1/2007,1.3019,10.1664,1.6685,1220.79,1.8885,1.5303,154.61,0.672
05/1/2007,1.3002,10.1582,1.6681,1214.95,1.8899,1.5245,154.22,0.6738
04/1/2007,1.3083,10.2102,1.6672,1217.93,1.8745,1.5397,155.76,0.6732
03/1/2007,1.3161,10.2826,1.6631,1218.48,1.8627,1.543,157.09,0.6748
02/1/2007,1.3276,10.3709,1.6669,1228.24,1.8758,1.5447,157.72,0.6726
01/1/2007,1.3199,10.313,1.6713,1226.85,1.871,1.5382,157.07,0.6735
29/12/2006,1.3196,10.2999,1.6718,1226.85,1.8727,1.5376,157.12,0.6738
28/12/2006,1.3146,10.2665,1.6634,1221.98,1.8623,1.5252,156.28,0.6696
27/12/2006,1.3118,10.2529,1.6717,1220.18,1.8672,1.5236,155.84,0.6705
26/12/2006,1.3095,10.2433,1.6755,1218.19,1.8686,1.52,156.06,0.6704
25/12/2006,1.3129,10.2686,1.6671,1218.63,1.8761,1.5194,156.05,0.6688
22/12/2006,1.3142,10.2687,1.6746,1219.75,1.8753,1.521,156.03,0.6704
21/12/2006,1.3171,10.2927,1.6781,1220.95,1.8917,1.5209,155.88,0.6718
20/12/2006,1.3176,10.2952,1.6763,1219.35,1.8872,1.5135,155.98,0.6704
19/12/2006,1.3189,10.3172,1.6825,1229.1,1.9008,1.5202,155.78,0.6699
18/12/2006,1.3097,10.2426,1.6781,1214.05,1.8957,1.5156,154.67,0.6724
15/12/2006,1.3081,10.2372,1.6734,1206.98,1.8961,1.5142,154.55,0.6701
14/12/2006,1.3145,10.2807,1.6787,1210.51,1.9079,1.5209,154.89,0.6702
13/12/2006,1.3216,10.3402,1.6801,1218.78,1.9112,1.5287,155.29,0.6718
12/12/2006,1.3279,10.3975,1.6883,1224.4,1.919,1.5299,155.09,0.6736
11/12/2006,1.3235,10.3604,1.687,1224.67,1.9241,1.5191,154.83,0.6763
08/12/2006,1.3199,10.3285,1.68,1214.27,1.9216,1.5166,153.66,0.6756
07/12/2006,1.329,10.4091,1.6838,1214.08,1.9315,1.5266,153.08,0.6766
06/12/2006,1.3291,10.3972,1.6936,1216.78,1.9355,1.5248,153.07,0.6758
05/12/2006,1.3322,10.421,1.6929,1230.95,1.94,1.5202,152.98,0.6747
04/12/2006,1.3319,10.4281,1.6881,1235.53,1.9296,1.5193,153.69,0.6731
01/12/2006,1.3334,10.4386,1.691,1237.61,1.9399,1.5264,153.94,0.6735
30/11/2006,1.324,10.3692,1.6782,1229.72,1.9339,1.5108,153.29,0.6736
29/11/2006,1.3147,10.3013,1.6778,1223.29,1.9366,1.4956,153.03,0.6758
28/11/2006,1.3201,10.3529,1.684,1228.17,1.9381,1.4915,153.25,0.676
27/11/2006,1.3132,10.299,1.6851,1221.99,1.9619,1.4873,152.44,0.6779
24/11/2006,1.309,10.2836,1.6806,1219.91,1.9492,1.4865,151.69,0.6777
23/11/2006,1.2941,10.1733,1.6717,1203.77,1.9315,1.4767,150.48,0.6756
22/11/2006,1.2942,10.1784,1.6673,1208.27,1.9273,1.4758,151.05,0.6758
21/11/2006,1.2844,10.106,1.6642,1201.04,1.916,1.471,151.37,0.6763
20/11/2006,1.281,10.0869,1.6622,1198.18,1.9134,1.4694,151.2,0.6755
17/11/2006,1.2826,10.0964,1.6672,1203.85,1.9289,1.4707,150.94,0.6767
16/11/2006,1.2797,10.0698,1.6684,1199.37,1.9227,1.4614,151.21,0.6775
15/11/2006,1.2825,10.0881,1.6745,1207.05,1.9433,1.4605,151.27,0.6789
14/11/2006,1.281,10.0746,1.6731,1199.91,1.9428,1.4576,150.6,0.6756
13/11/2006,1.2801,10.0644,1.6788,1196.64,1.9385,1.4569,151.27,0.6734
10/11/2006,1.2843,10.0992,1.6728,1199.15,1.9273,1.4535,151.04,0.672
09/11/2006,1.2825,10.0846,1.669,1200.49,1.9264,1.4481,151.21,0.6732
08/11/2006,1.2755,10.0328,1.654,1192.43,1.9064,1.4411,150.32,0.6694
07/11/2006,1.277,10.0551,1.6518,1197.83,1.9055,1.4416,150.33,0.6701
06/11/2006,1.272,10.0186,1.6484,1198.19,1.8988,1.4364,150.45,0.6705
03/11/2006,1.2716,10.0088,1.6508,1191.23,1.8974,1.4363,150.09,0.6688
02/11/2006,1.2775,10.0581,1.6493,1199.25,1.8958,1.4485,149.61,0.6693
01/11/2006,1.2753,10.039,1.6449,1197.6,1.8944,1.4448,149.29,0.6681
31/10/2006,1.2761,10.052,1.6477,1201.68,1.9044,1.4321,149.23,0.669
30/10/2006,1.2731,10.0281,1.6533,1202.28,1.9115,1.4333,149.48,0.6692
27/10/2006,1.2738,10.0494,1.658,1206.48,1.9212,1.4259,149.79,0.6711
26/10/2006,1.2691,10.0173,1.6611,1204.79,1.9291,1.4251,150.28,0.6712
25/10/2006,1.26,9.9561,1.6558,1204.03,1.9201,1.4151,150.08,0.671
24/10/2006,1.2555,9.92,1.6554,1202.89,1.8926,1.4147,149.84,0.6702
23/10/2006,1.2547,9.9102,1.6572,1203.48,1.8892,1.4151,149.72,0.6699
20/10/2006,1.2612,9.9635,1.662,1206.52,1.8862,1.4189,149.81,0.6697
19/10/2006,1.2625,9.984,1.6617,1208.18,1.887,1.4228,149.17,0.6721
18/10/2006,1.2531,9.9073,1.6586,1196.78,1.887,1.4232,148.99,0.6708
17/10/2006,1.2537,9.911,1.6639,1196.03,1.8896,1.4304,148.72,0.6702
16/10/2006,1.253,9.9083,1.6622,1196.64,1.8988,1.4246,149.15,0.6731
13/10/2006,1.2512,9.8861,1.665,1194.81,1.9023,1.4239,149.67,0.6741
12/10/2006,1.2558,9.9361,1.6716,1202.55,1.8988,1.4232,149.81,0.6754
11/10/2006,1.2516,9.907,1.6849,1198.91,1.8973,1.4247,149.89,0.675
10/10/2006,1.2536,9.9073,1.6854,1202.52,1.9018,1.4206,150.04,0.6759
09/10/2006,1.2593,9.9508,1.6915,1213.5,1.9115,1.4138,150.03,0.6743
06/10/2006,1.2597,9.9586,1.6959,1195.2,1.9121,1.4194,149.95,0.6736
05/10/2006,1.2691,10.0337,1.7001,1204.44,1.9118,1.4282,149.42,0.6755
04/10/2006,1.2715,10.0503,1.704,1206.4,1.9165,1.4322,149.76,0.6739
03/10/2006,1.2734,10.0661,1.7126,1206.52,1.9361,1.4274,150.14,0.674
02/10/2006,1.2737,10.0716,1.7016,1206.86,1.9327,1.4208,149.9,0.675
29/9/2006,1.2671,10.021,1.698,1198.42,1.9402,1.4168,149.75,0.6768
28/9/2006,1.2703,10.0265,1.6963,1199.86,1.9312,1.4108,149.53,0.6769
27/9/2006,1.2698,10.0355,1.6902,1197.8,1.9341,1.4113,149.18,0.6722
26/9/2006,1.2683,10.0358,1.6855,1197.02,1.9247,1.4114,148.48,0.6696
25/9/2006,1.2748,10.098,1.69,1203.12,1.902,1.424,148.58,0.6709
22/9/2006,1.2777,10.1117,1.7035,1209.02,1.9305,1.429,148.97,0.6719
21/9/2006,1.2779,10.124,1.6877,1205.83,1.9316,1.4298,148.55,0.672
20/9/2006,1.2685,10.0537,1.6848,1205.93,1.9196,1.4312,148.94,0.6723
19/9/2006,1.2677,10.0605,1.6869,1206.34,1.9249,1.4282,149.22,0.6734
18/9/2006,1.2701,10.0896,1.6806,1214.34,1.9118,1.4192,149.76,0.6754
15/9/2006,1.2647,10.0638,1.6809,1209.05,1.9112,1.4177,148.86,0.6733
14/9/2006,1.2719,10.1063,1.6852,1217.59,1.9232,1.4211,149.58,0.6736
13/9/2006,1.2694,10.0818,1.6857,1216.75,1.9447,1.4208,149.17,0.6763
12/9/2006,1.2684,10.0803,1.6887,1216.59,1.9766,1.4201,149.6,0.677
11/9/2006,1.2702,10.0983,1.691,1215.84,1.9862,1.4244,149.43,0.6808
08/9/2006,1.2672,10.0733,1.6798,1211.44,1.9866,1.4197,148.18,0.6789
07/9/2006,1.2732,10.108,1.6777,1217.18,1.9712,1.4131,148.25,0.6793
06/9/2006,1.2804,10.1663,1.6706,1225.21,1.9713,1.4148,149.34,0.6796
05/9/2006,1.2818,10.1795,1.662,1225.82,1.9855,1.4244,148.78,0.6766
04/9/2006,1.2872,10.2178,1.6693,1232.49,1.9744,1.4246,149.33,0.675
01/9/2006,1.2835,10.2077,1.6727,1232.55,1.9575,1.4169,150.24,0.6733
31/8/2006,1.2806,10.1842,1.6753,1230.27,1.951,1.4133,150.3,0.6725
30/8/2006,1.2837,10.2155,1.6815,1233.6,1.9804,1.4232,150.29,0.6739
29/8/2006,1.2826,10.2131,1.6783,1232.29,1.9916,1.4202,149.6,0.675
28/8/2006,1.2778,10.181,1.6835,1231.32,2.0018,1.4197,149.79,0.6748
25/8/2006,1.2749,10.1759,1.6835,1226.74,2.0017,1.415,149.49,0.6751
24/8/2006,1.2766,10.1753,1.6762,1224.13,2.0111,1.4157,148.74,0.6764
23/8/2006,1.2786,10.1863,1.6753,1221.45,1.9984,1.4223,148.81,0.6754
22/8/2006,1.2803,10.1995,1.6784,1224.19,2.008,1.4278,149.18,0.6779
21/8/2006,1.289,10.2672,1.6888,1232.83,2.0124,1.44,149.36,0.6807
18/8/2006,1.2823,10.2259,1.6877,1228.7,2.0042,1.4426,148.48,0.6814
17/8/2006,1.2829,10.235,1.683,1232.45,2.005,1.439,148.72,0.6802
16/8/2006,1.2843,10.2591,1.6721,1239.32,2.0015,1.4372,148.72,0.6773
15/8/2006,1.2785,10.2272,1.6699,1234.17,2.0127,1.4336,148.39,0.675
14/8/2006,1.2717,10.152,1.6731,1228.05,2.0224,1.4324,148.37,0.6733
11/8/2006,1.2719,10.1445,1.6596,1222.93,2.0074,1.4322,147.95,0.673
10/8/2006,1.2792,10.1931,1.6657,1224.8,2.0191,1.4414,147.42,0.6755
09/8/2006,1.2861,10.2568,1.6805,1233.59,2.0427,1.4403,148.31,0.6753
08/8/2006,1.2831,10.2294,1.6875,1236.2,2.052,1.4404,147.9,0.6727
07/8/2006,1.2832,10.2277,1.6805,1234.82,2.0528,1.4358,147.82,0.6731
04/8/2006,1.2871,10.2656,1.6808,1241.6,2.0588,1.4507,147.33,0.6746
03/8/2006,1.2802,10.2093,1.683,1236.1,2.069,1.44,147.24,0.6781
02/8/2006,1.2786,10.1908,1.6719,1230.14,2.0543,1.4408,146.61,0.6812
01/8/2006,1.2827,10.2238,1.6739,1225.78,2.0654,1.4499,146.94,0.6836
31/7/2006,1.2762,10.1708,1.665,1218.71,2.0637,1.4438,146.38,0.6834
28/7/2006,1.2761,10.1705,1.6622,1216.6,2.065,1.4432,146.28,0.6845
27/7/2006,1.2696,10.1238,1.6636,1208.41,2.0441,1.441,146.97,0.6835
26/7/2006,1.2716,10.1491,1.6682,1213.2,2.0378,1.4436,147.85,0.6855
25/7/2006,1.2576,10.0398,1.6688,1196.86,2.0172,1.435,147.37,0.6836
24/7/2006,1.2634,10.0884,1.6739,1202.09,2.0269,1.4404,147.42,0.6823
21/7/2006,1.2694,10.1278,1.6863,1205.42,2.0351,1.4446,147.54,0.6827
20/7/2006,1.2627,10.0872,1.6808,1201.55,2.0266,1.4303,147.79,0.6832
19/7/2006,1.2592,10.0757,1.678,1205.68,2.0158,1.4284,147.12,0.6833
18/7/2006,1.2505,9.9983,1.675,1197.82,2.0004,1.4212,146.66,0.6848
17/7/2006,1.2518,10.0113,1.6736,1193.53,2.0136,1.422,146.69,0.6881
14/7/2006,1.265,10.1152,1.6794,1206.08,2.039,1.4272,146.87,0.6883
13/7/2006,1.2691,10.1384,1.6817,1203.96,2.0507,1.434,146.35,0.6881
12/7/2006,1.27,10.1525,1.6886,1204.69,2.0611,1.4398,146.65,0.6922
11/7/2006,1.2771,10.2043,1.6955,1208.87,2.0691,1.4456,145.93,0.6918
10/7/2006,1.2735,10.1711,1.7045,1199.13,2.0842,1.4308,145.48,0.6915
07/7/2006,1.2807,10.2238,1.7041,1213.34,2.0949,1.426,146.07,0.6923
06/7/2006,1.2777,10.2093,1.711,1212.67,2.1113,1.4222,147.09,0.6958
05/7/2006,1.2719,10.1695,1.7142,1203.76,2.1023,1.4149,147.13,0.6935
04/7/2006,1.2793,10.2229,1.7178,1206.57,2.0946,1.4166,146.88,0.6933
03/7/2006,1.2795,10.2329,1.7235,1208.52,2.1097,1.4211,146.76,0.6946
30/6/2006,1.2786,10.2167,1.7197,1212.62,2.1019,1.428,146.37,0.6911
29/6/2006,1.266,10.1217,1.7143,1215.52,2.0972,1.4055,145.69,0.6927
28/6/2006,1.2555,10.0431,1.7209,1201.92,2.1038,1.4098,146.14,0.6902
27/6/2006,1.2583,10.0607,1.7166,1205.89,2.0768,1.4135,146.25,0.6904
26/6/2006,1.2587,10.0672,1.7184,1207.25,2.0804,1.4134,146.34,0.6898
23/6/2006,1.2509,10.0044,1.7084,1195.54,2.0566,1.4036,145.82,0.688
22/6/2006,1.2577,10.0513,1.7132,1200.5,2.0632,1.4041,146.09,0.6878
21/6/2006,1.2658,10.1261,1.7104,1209.54,2.0387,1.4024,145.39,0.6858
20/6/2006,1.2583,10.0675,1.7052,1203.34,2.0309,1.406,144.52,0.6829
19/6/2006,1.2572,10.0688,1.7064,1208.43,2.0387,1.409,145.27,0.6829
16/6/2006,1.2642,10.1104,1.7111,1207.69,2.0463,1.4187,145.6,0.6832
15/6/2006,1.2635,10.1058,1.7011,1211.28,2.0293,1.4039,145.05,0.6831
14/6/2006,1.2603,10.0805,1.7099,1212.03,2.0247,1.4037,145,0.6837
13/6/2006,1.2543,10.0585,1.6995,1205.44,2.0201,1.3957,144.68,0.6843
12/6/2006,1.2583,10.0861,1.6858,1203.63,1.9988,1.3829,143.95,0.6832
09/6/2006,1.2641,10.1244,1.6888,1206.08,1.9922,1.3978,144.04,0.6866
08/6/2006,1.265,10.1434,1.7049,1206.15,2.0233,1.4199,144.49,0.6861
07/6/2006,1.2789,10.2493,1.725,1212.34,2.0369,1.4223,145.18,0.6891
06/6/2006,1.2819,10.2722,1.7298,1208.45,2.0427,1.4271,145.18,0.6893
05/6/2006,1.2905,10.3322,1.7243,1216.43,2.0432,1.4292,144.84,0.689
02/6/2006,1.2915,10.3609,1.7163,1224.14,2.0477,1.4217,144.32,0.6863
01/6/2006,1.2809,10.27,1.7146,1213.05,2.0357,1.4135,144.24,0.6865
31/5/2006,1.281,10.2747,1.7017,1210.74,2.0178,1.4107,144.21,0.6849
30/5/2006,1.2873,10.333,1.6881,1216.6,2.0098,1.4135,144.35,0.683
29/5/2006,1.2751,10.2264,1.6807,1207.94,2.0097,1.4107,143.37,0.6855
26/5/2006,1.2732,10.2159,1.6805,1203.68,2.0061,1.4076,143.5,0.685
25/5/2006,1.2804,10.2696,1.6822,1214.46,1.999,1.4173,143.1,0.6833
24/5/2006,1.2751,10.2231,1.6951,1210.71,2.0153,1.4279,143.99,0.6827
23/5/2006,1.2819,10.2752,1.7026,1209.28,2.0494,1.4412,143.43,0.6818
22/5/2006,1.2872,10.3287,1.7051,1225.32,2.0667,1.4344,143.55,0.682
19/5/2006,1.2771,10.2391,1.6847,1208.14,2.0599,1.4269,142.72,0.6802
18/5/2006,1.286,10.3014,1.6811,1218.09,2.062,1.4403,142.47,0.6785
17/5/2006,1.2734,10.1861,1.6798,1193.01,2.049,1.4187,141.3,0.6766
16/5/2006,1.2861,10.2894,1.6752,1214.76,2.05,1.4225,141.06,0.6809
15/5/2006,1.2795,10.2438,1.6799,1207.05,2.0602,1.4243,141.41,0.6807
12/5/2006,1.2929,10.3522,1.6714,1205.85,2.0577,1.4333,142.31,0.6827
11/5/2006,1.2833,10.2717,1.6538,1200.71,2.035,1.4159,142,0.6818
10/5/2006,1.2788,10.2298,1.6506,1187.34,2.0418,1.4078,141.34,0.6857
09/5/2006,1.2761,10.2122,1.6483,1188.44,2.0227,1.4025,141.67,0.6831
08/5/2006,1.2706,10.1758,1.6522,1178.83,2.0069,1.4122,141.88,0.6838
05/5/2006,1.2722,10.1921,1.6476,1194.85,1.983,1.406,143.24,0.6843
04/5/2006,1.2694,10.1713,1.6461,1192.03,1.9791,1.4062,144.24,0.6853
03/5/2006,1.264,10.1224,1.6392,1180.64,1.9663,1.4011,143.56,0.6857
02/5/2006,1.2615,10.1056,1.6556,1185.53,1.9706,1.3959,142.97,0.6855
01/5/2006,1.2585,10.0831,1.6561,1186.29,1.9752,1.4006,142.68,0.6893
28/4/2006,1.2634,10.1192,1.6625,1191.01,1.9777,1.4109,143.66,0.6915
27/4/2006,1.2529,10.0435,1.6559,1183.58,1.9764,1.4065,143,0.6955
26/4/2006,1.2444,9.9771,1.6529,1177.64,1.9652,1.4032,142.72,0.6975
25/4/2006,1.2434,9.9574,1.6657,1175.11,1.988,1.4067,142.76,0.6954
24/4/2006,1.2393,9.9354,1.665,1164.51,1.9721,1.4083,142.03,0.693
21/4/2006,1.2338,9.8891,1.6576,1169.98,1.9477,1.4042,143.86,0.6926
20/4/2006,1.2319,9.8663,1.6681,1167.96,1.9644,1.4031,144.68,0.6925
19/4/2006,1.238,9.9184,1.6567,1170.41,1.9511,1.4054,145.15,0.6904
18/4/2006,1.2351,9.9082,1.6625,1177.54,1.9586,1.4083,144.59,0.6925
17/4/2006,1.2251,9.8227,1.6613,1170.34,1.9648,1.4033,144.33,0.6921
14/4/2006,1.2108,9.7034,1.6629,1160.43,1.9585,1.3939,143.65,0.6917
13/4/2006,1.2114,9.7082,1.6639,1164.76,1.9561,1.3942,143.57,0.6911
12/4/2006,1.2105,9.6922,1.6535,1161.98,1.9624,1.3877,143.42,0.6915
11/4/2006,1.2145,9.7263,1.6548,1159.67,1.9854,1.3877,143.68,0.6942
10/4/2006,1.2114,9.6989,1.658,1154.92,1.9829,1.3913,143.29,0.6948
07/4/2006,1.2087,9.6842,1.6645,1151.77,1.9868,1.389,143.09,0.6937
06/4/2006,1.2224,9.7859,1.672,1165.25,1.9925,1.4086,143.97,0.6975
05/4/2006,1.2293,9.8456,1.6878,1176.71,1.9935,1.4283,144.2,0.7008
04/4/2006,1.2254,9.8219,1.701,1179.62,2.0118,1.4247,144.05,0.6982
03/4/2006,1.2136,9.7304,1.6959,1177.58,1.9913,1.4216,142.83,0.6975
31/3/2006,1.2117,9.7116,1.6918,1176.83,1.9683,1.4158,142.58,0.6972
30/3/2006,1.2169,9.7619,1.7016,1187.13,1.9855,1.4103,142.77,0.6966
29/3/2006,1.2028,9.6505,1.6989,1172.61,1.9874,1.4088,141.66,0.6932
28/3/2006,1.2001,9.6273,1.7022,1172.29,1.9885,1.405,141.56,0.6883
27/3/2006,1.2011,9.6329,1.7025,1171.65,1.9808,1.403,140.2,0.6876
24/3/2006,1.2034,9.6602,1.6955,1178.27,1.9748,1.406,141.34,0.6904
23/3/2006,1.197,9.6084,1.6749,1167.1,1.9191,1.3943,141.13,0.6898
22/3/2006,1.2077,9.6902,1.6787,1175.33,1.9281,1.4084,141.23,0.6911
21/3/2006,1.2088,9.7002,1.6871,1170.14,1.9401,1.4056,141.8,0.6918
20/3/2006,1.2165,9.7673,1.6888,1175.99,1.947,1.4086,141.42,0.6925
17/3/2006,1.2189,9.7878,1.6763,1183.31,1.9193,1.4112,141.2,0.6939
16/3/2006,1.2179,9.7852,1.6493,1187.09,1.9002,1.4036,142.27,0.6929
15/3/2006,1.2069,9.6986,1.6329,1176.22,1.8661,1.3928,141.62,0.6905
14/3/2006,1.2015,9.6704,1.6288,1173.6,1.8681,1.3887,141.19,0.6879
13/3/2006,1.1958,9.6244,1.6268,1172.36,1.8584,1.3843,142.12,0.6902
10/3/2006,1.1914,9.5908,1.6275,1167.24,1.8567,1.3833,141.69,0.69
09/3/2006,1.1913,9.5887,1.6217,1169.42,1.8402,1.3831,140.78,0.6858
08/3/2006,1.1922,9.591,1.6233,1170.28,1.8274,1.378,140.49,0.686
07/3/2006,1.1884,9.556,1.62,1160.55,1.8332,1.3661,140.12,0.6844
06/3/2006,1.2016,9.6551,1.6231,1171.2,1.8275,1.3695,141.29,0.6866
03/3/2006,1.2037,9.6722,1.6155,1168.79,1.8081,1.366,140.19,0.6859
02/3/2006,1.204,9.6731,1.6085,1166.31,1.8006,1.3616,139.45,0.6861
01/3/2006,1.1913,9.5707,1.5993,1153.24,1.7913,1.352,138.31,0.6811
28/2/2006,1.1919,9.5812,1.6052,1157.12,1.8004,1.3545,137.98,0.6796
27/2/2006,1.1846,9.5218,1.6065,1147.19,1.7956,1.3511,137.68,0.6809
24/2/2006,1.187,9.5449,1.6045,1147.09,1.7903,1.3644,138.73,0.6803
23/2/2006,1.1922,9.5894,1.6127,1150.28,1.8013,1.3744,139.61,0.6802
22/2/2006,1.1911,9.5791,1.6173,1160.43,1.8086,1.367,141.15,0.683
21/2/2006,1.1908,9.587,1.6112,1152.85,1.7965,1.3651,141.32,0.6821
20/2/2006,1.1937,9.6049,1.6097,1154.9,1.7799,1.3692,141.14,0.6844
17/2/2006,1.1932,9.6011,1.6136,1160.36,1.7848,1.3729,140.98,0.6848
16/2/2006,1.1894,9.5731,1.6095,1159.01,1.7758,1.3768,139.83,0.6835
15/2/2006,1.1883,9.5728,1.6102,1155.12,1.7627,1.3757,140.09,0.6826
