"","Date","EUR_EUR","CAL_EUR","NZ_EUR","Hubei_EUR"
"5802",2020-11-16,27.38,NA,20.49899954,3.725794382
"5803",2020-11-17,26.64,14.30151732,20.55690632,3.531879819
"5804",2020-11-18,27.19,NA,20.73062665,3.574788068
"5805",2020-11-19,26.35,NA,20.73062665,3.586007244
"5806",2020-11-20,26.74,NA,20.73062665,3.570796876
"5807",2020-11-21,NA,NA,NA,NA
"5808",2020-11-22,NA,NA,NA,NA
"5809",2020-11-23,27.25,NA,NA,3.507286904
"5810",2020-11-24,27.63,NA,20.73062665,3.445840431
"5811",2020-11-25,27.62,NA,20.70167327,3.524469107
"5812",2020-11-26,28.1,NA,20.73062665,3.569147113
"5813",2020-11-27,28.13,NA,20.73062665,3.601583672
"5814",2020-11-28,NA,NA,NA,NA
"5815",2020-11-29,NA,NA,NA,NA
"5816",2020-11-30,29.13,NA,20.73062665,3.539080593
"5817",2020-12-01,28.85,NA,20.84260835,3.452331009
"5818",2020-12-02,29.54,NA,20.84260835,3.547384195
"5819",2020-12-03,28.99,NA,21.10459645,3.476852341
"5820",2020-12-04,30.11,NA,21.30836496,3.472635263
"5821",2020-12-05,NA,NA,NA,NA
"5822",2020-12-06,NA,NA,NA,NA
"5823",2020-12-07,29.62,NA,21.65768242,3.592130184
"5824",2020-12-08,29.57,NA,21.83234115,3.484295561
"5825",2020-12-09,29.7,NA,22.12343903,3.505376786
"5826",2020-12-10,30.9,NA,22.15254882,3.442092922
"5827",2020-12-11,30.52,NA,22.12343903,3.480133756
"5828",2020-12-12,NA,NA,NA,NA
"5829",2020-12-13,NA,NA,NA,NA
"5830",2020-12-14,30.81,NA,22.00699988,3.438960684
"5831",2020-12-15,32.01,NA,21.89056073,3.487232706
"5832",2020-12-16,31.61,NA,21.89056073,3.484332328
"5833",2020-12-17,31.8,NA,21.89056073,3.286052751
"5834",2020-12-18,30.94,NA,21.91967051,3.414213108
"5835",2020-12-19,NA,NA,NA,NA
"5836",2020-12-20,NA,NA,NA,NA
"5837",2020-12-21,30.76,NA,21.91967051,3.478984443
"5838",2020-12-22,31.01,NA,21.90220464,3.338228427
"5839",2020-12-23,31.77,NA,21.89056073,3.347163535
"5840",2020-12-24,NA,NA,21.86145094,3.39894065
"5841",2020-12-25,NA,NA,NA,3.552380238
"5842",2020-12-26,NA,NA,NA,NA
"5843",2020-12-27,NA,NA,NA,NA
"5844",2020-12-28,33.28,NA,NA,3.474876146
"5845",2020-12-29,32.86,NA,21.86145094,3.50749237
"5846",2020-12-30,32.04,NA,21.86145094,3.517420139
"5847",2020-12-31,32.04,NA,21.86145094,3.428204345
"5848",2021-01-01,NA,NA,NA,NA
"5849",2021-01-02,NA,NA,NA,NA
"5850",2021-01-03,NA,NA,NA,NA
"5851",2021-01-04,33.54,NA,NA,3.602797095
"5852",2021-01-05,32.82,NA,22.26690775,3.601018814
"5853",2021-01-06,33.5,NA,22.26690775,3.599748614
"5854",2021-01-07,34.64,NA,22.26690775,3.597025568
"5855",2021-01-08,34.79,NA,22.26690775,3.532560191
"5856",2021-01-09,NA,NA,NA,NA
"5857",2021-01-10,NA,NA,NA,NA
"5858",2021-01-11,34.42,NA,22.26690775,3.51941785
"5859",2021-01-12,34.54,NA,22.43241702,3.554021391
"5860",2021-01-13,33.55,NA,22.58019316,3.527216907
"5861",2021-01-14,33.42,NA,22.69841406,3.555291591
"5862",2021-01-15,31.64,NA,22.72796929,3.615028713
"5863",2021-01-16,NA,NA,NA,NA
"5864",2021-01-17,NA,NA,NA,NA
"5865",2021-01-18,31.53,NA,22.58019316,3.663258646
"5866",2021-01-19,33,NA,22.69841406,3.541486516
"5867",2021-01-20,32.82,NA,22.69841406,3.433197427
"5868",2021-01-21,34.02,NA,22.6511257,3.439900788
"5869",2021-01-22,34.15,NA,22.69841406,3.49729137
"5870",2021-01-23,NA,NA,NA,NA
"5871",2021-01-24,NA,NA,NA,NA
"5872",2021-01-25,33.08,NA,NA,3.617531423
"5873",2021-01-26,33.27,NA,22.69841406,3.665799047
"5874",2021-01-27,33.2,NA,22.75752452,4.021455226
"5875",2021-01-28,33.89,NA,22.75752452,3.628751528
"5876",2021-01-29,32.89,NA,22.81663497,3.373724907
"5877",2021-01-30,NA,NA,NA,NA
"5878",2021-01-31,NA,NA,NA,NA
"5879",2021-02-01,32.81,NA,NA,3.965573101
"5880",2021-02-02,34.93,NA,23.71094071,3.804244837
"5881",2021-02-03,37.38,NA,23.6510646,3.485981039
"5882",2021-02-04,37.21,NA,23.6510646,3.449698537
"5883",2021-02-05,38.15,NA,23.59118849,3.655457573
"5884",2021-02-06,NA,NA,NA,NA
"5885",2021-02-07,NA,NA,NA,NA
"5886",2021-02-08,38.56,NA,NA,3.709647118
"5887",2021-02-09,38.21,NA,23.41156015,3.44041635
"5888",2021-02-10,39.29,NA,23.41156015,3.755713795
"5889",2021-02-11,38.71,NA,23.41156015,NA
"5890",2021-02-12,39.97,NA,23.41156015,NA
"5891",2021-02-13,NA,NA,NA,NA
"5892",2021-02-14,NA,NA,NA,NA
"5893",2021-02-15,39.47,NA,23.47143626,NA
"5894",2021-02-16,38.82,NA,23.47143626,NA
"5895",2021-02-17,38.06,14.71329735,23.47143626,NA
"5896",2021-02-18,38.28,NA,23.47143626,4.13064536
"5897",2021-02-19,37.37,NA,23.47143626,4.405339248
"5898",2021-02-20,NA,NA,NA,NA
"5899",2021-02-21,NA,NA,NA,NA
"5900",2021-02-22,37.92,NA,23.53131237,4.250270061
"5901",2021-02-23,38.61,NA,23.47143626,4.113653495
"5902",2021-02-24,39.09,NA,23.47143626,4.215746961
"5903",2021-02-25,38.2,NA,23.35168403,4.22177329
"5904",2021-02-26,37.22,NA,23.36365926,3.836227178
"5905",2021-02-27,NA,NA,NA,NA
"5906",2021-02-28,NA,NA,NA,NA
"5907",2021-03-01,37.07,NA,23.44452352,3.606354727
"5908",2021-03-02,38.29,NA,23.36647517,4.240129944
"5909",2021-03-03,37.41,NA,23.41450493,3.837404913
"5910",2021-03-04,38.1,NA,23.29443054,4.218921517
"5911",2021-03-05,38.95,NA,23.35446774,3.816965903
"5912",2021-03-06,NA,NA,NA,NA
"5913",2021-03-07,NA,NA,NA,NA
"5914",2021-03-08,39.07,NA,23.39649377,4.058890502
"5915",2021-03-09,40.57,NA,23.35446774,3.75824
"5916",2021-03-10,41.47,NA,23.35446774,4.009278608
"5917",2021-03-11,41.85,NA,23.26441195,4.315642652
"5918",2021-03-12,42.77,NA,23.23439335,4.431848703
"5919",2021-03-13,NA,NA,NA,NA
"5920",2021-03-14,NA,NA,NA,NA
"5921",2021-03-15,42.3,NA,23.23439335,4.147210473
"5922",2021-03-16,41.47,NA,23.23439335,3.984658805
"5923",2021-03-17,42.85,NA,22.36385407,4.105504632
"5924",2021-03-18,42.28,NA,22.36385407,3.632150672
"5925",2021-03-19,41.85,NA,22.33383547,3.917863221
"5926",2021-03-20,NA,NA,NA,NA
"5927",2021-03-21,NA,NA,NA,NA
"5928",2021-03-22,42.72,NA,22.25578712,3.918171037
"5929",2021-03-23,41.32,NA,22.18374249,4.529018728
"5930",2021-03-24,41.49,NA,22.21376109,4.459165733
"5931",2021-03-25,40.25,NA,22.21376109,3.797063516
"5932",2021-03-26,41.63,NA,22.21376109,3.904352264
"5933",2021-03-27,NA,NA,NA,NA
"5934",2021-03-28,NA,NA,NA,NA
"5935",2021-03-29,41.75,NA,22.21376109,3.862536433
"5936",2021-03-30,41.95,NA,22.15372389,3.738747667
"5937",2021-03-31,42.45,NA,22.15372389,3.68081554
"5938",2021-04-01,42.38,NA,22.00721654,3.760876892
"5939",2021-04-02,NA,NA,NA,3.684615061
"5940",2021-04-03,NA,NA,NA,NA
"5941",2021-04-04,NA,NA,NA,NA
"5942",2021-04-05,NA,NA,NA,NA
"5943",2021-04-06,44.15,NA,22.01911233,3.677066218
"5944",2021-04-07,43.76,NA,21.97747706,3.802337621
"5945",2021-04-08,43.37,NA,22.00721654,3.843102013
"5946",2021-04-09,43.55,NA,22.00721654,4.348638539
"5947",2021-04-10,NA,NA,NA,NA
"5948",2021-04-11,NA,NA,NA,NA
"5949",2021-04-12,44.33,NA,22.09643499,3.959725256
"5950",2021-04-13,43.69,NA,22.15591395,3.867163836
"5951",2021-04-14,43.74,NA,22.18565343,3.692544072
"5952",2021-04-15,44.26,NA,22.18565343,3.754497669
"5953",2021-04-16,44.35,NA,22.19754922,3.860212454
"5954",2021-04-17,NA,NA,NA,NA
"5955",2021-04-18,NA,NA,NA,NA
"5956",2021-04-19,43.82,NA,22.18565343,3.722139795
"5957",2021-04-20,44.99,NA,22.18565343,3.739329217
"5958",2021-04-21,45.81,NA,22.18565343,3.867773607
"5959",2021-04-22,47,NA,22.30461136,3.73260076
"5960",2021-04-23,46.87,NA,22.36409032,3.795631461
"5961",2021-04-24,NA,NA,NA,NA
"5962",2021-04-25,NA,NA,NA,NA
"5963",2021-04-26,47.11,NA,NA,3.7077221
"5964",2021-04-27,47.2,NA,22.33435084,3.83541576
"5965",2021-04-28,47.69,NA,22.27487188,3.736097449
"5966",2021-04-29,47.91,NA,22.28676767,3.717123714
"5967",2021-04-30,NA,NA,22.31650715,3.45373822
"5968",2021-05-01,NA,NA,NA,NA
"5969",2021-05-02,NA,NA,NA,NA
"5970",2021-05-03,49.32,NA,22.29535241,NA
"5971",2021-05-04,48.5,NA,22.29535241,NA
"5972",2021-05-05,49.32,NA,22.26562528,NA
"5973",2021-05-06,49.82,NA,22.23589814,3.962808728
"5974",2021-05-07,50.33,NA,22.23589814,3.749920387
"5975",2021-05-08,NA,NA,NA,NA
"5976",2021-05-09,NA,NA,NA,NA
"5977",2021-05-10,52.1,NA,22.206171,3.926862665
"5978",2021-05-11,52.91,NA,22.14671673,3.859053162
"5979",2021-05-12,55.17,NA,22.11698959,4.001301553
"5980",2021-05-13,54.34,NA,21.99808105,3.759631493
"5981",2021-05-14,56.5,NA,21.99808105,3.850547716
"5982",2021-05-15,NA,NA,NA,NA
"5983",2021-05-16,NA,NA,NA,NA
"5984",2021-05-17,56.16,NA,22.14671673,3.794369357
"5985",2021-05-18,52.9,NA,22.03969904,3.82978642
"5986",2021-05-19,49.55,15.47846815,21.98024477,3.892964781
"5987",2021-05-20,52.58,NA,22.02780818,3.959984313
"5988",2021-05-21,51.65,NA,22.02780818,3.730853678
"5989",2021-05-22,NA,NA,NA,NA
"5990",2021-05-23,NA,NA,NA,NA
"5991",2021-05-24,52.68,NA,21.73053682,4.099797521
"5992",2021-05-25,53.23,NA,21.78999109,3.887352633
"5993",2021-05-26,53.59,NA,21.84944536,3.86222848
"5994",2021-05-27,51.76,NA,22.02780818,3.868135518
"5995",2021-05-28,50.95,NA,21.99808105,3.858810247
"5996",2021-05-29,NA,NA,NA,NA
"5997",2021-05-30,NA,NA,NA,NA
"5998",2021-05-31,51.61,NA,21.99808105,3.878795616
"5999",2021-06-01,52.31,NA,22.06326967,4.389599128
"6000",2021-06-02,51.3,NA,22.18125507,3.759086632
"6001",2021-06-03,50.17,NA,22.35823317,3.913250681
"6002",2021-06-04,49.9,NA,22.47621857,3.918205908
"6003",2021-06-05,NA,NA,NA,NA
"6004",2021-06-06,NA,NA,NA,NA
"6005",2021-06-07,51.39,NA,NA,3.923216012
"6006",2021-06-08,52.1,NA,23.12513826,3.533989783
"6007",2021-06-09,53.43,NA,23.68556891,4.163031554
"6008",2021-06-10,53.7,NA,23.68556891,3.97737035
"6009",2021-06-11,52.59,NA,23.80355431,4.055832726
"6010",2021-06-12,NA,NA,NA,NA
"6011",2021-06-13,NA,NA,NA,NA
"6012",2021-06-14,52.81,NA,23.95103606,NA
"6013",2021-06-15,51.31,NA,24.09851781,4.073278224
"6014",2021-06-16,51.25,NA,24.30499226,3.984164564
"6015",2021-06-17,50.82,NA,24.36398496,4.022733557
"6016",2021-06-18,51.81,NA,24.21650321,4.12756838
"6017",2021-06-19,NA,NA,NA,NA
"6018",2021-06-20,NA,NA,NA,NA
"6019",2021-06-21,52.33,NA,24.16930905,4.548265657
"6020",2021-06-22,53.32,NA,24.12801416,4.012756574
"6021",2021-06-23,54.56,NA,25.5143426,4.243045263
"6022",2021-06-24,54.99,NA,25.72081705,4.012570676
"6023",2021-06-25,54.95,NA,25.42585355,4.059462912
"6024",2021-06-26,NA,NA,NA,NA
"6025",2021-06-27,NA,NA,NA,NA
"6026",2021-06-28,55.4,NA,25.5733353,4.064402705
"6027",2021-06-29,55.54,NA,25.632328,4.179339656
"6028",2021-06-30,56.25,NA,25.64412654,4.267277979
"6029",2021-07-01,57.52,NA,25.99114325,4.31000445
"6030",2021-07-02,57.24,NA,26.19789098,4.185890954
"6031",2021-07-03,NA,NA,NA,NA
"6032",2021-07-04,NA,NA,NA,NA
"6033",2021-07-05,57.76,NA,26.4341741,4.155842424
"6034",2021-07-06,53.91,NA,26.729528,4.167600545
"6035",2021-07-07,52.5,NA,27.17255885,4.323069029
"6036",2021-07-08,52.24,NA,28.05862055,4.120568062
"6037",2021-07-09,54.17,NA,28.23583289,4.198955533
"6038",2021-07-10,NA,NA,NA,NA
"6039",2021-07-11,NA,NA,NA,NA
"6040",2021-07-12,51.62,NA,28.38350984,3.944196252
"6041",2021-07-13,52.77,NA,28.17676211,4.15192305
"6042",2021-07-14,53.28,NA,27.94047899,4.148003677
"6043",2021-07-15,52.88,NA,28.08815594,4.215939485
"6044",2021-07-16,52.78,NA,28.23583289,4.396230668
"6045",2021-07-17,NA,NA,NA,NA
"6046",2021-07-18,NA,NA,NA,NA
"6047",2021-07-19,52.31,NA,28.29490367,4.31636552
"6048",2021-07-20,51.12,NA,28.24764705,4.4014565
"6049",2021-07-21,52.06,NA,28.33625322,4.286488209
"6050",2021-07-22,50.71,NA,28.41304523,4.556924984
"6051",2021-07-23,50.82,NA,28.42485939,4.505973128
"6052",2021-07-24,NA,NA,NA,NA
"6053",2021-07-25,NA,NA,NA,NA
"6054",2021-07-26,53.12,NA,28.38350984,4.667973901
"6055",2021-07-27,52.84,NA,28.64932835,4.89399111
"6056",2021-07-28,53.77,NA,28.70839913,5.134379354
"6057",2021-07-29,53.99,NA,28.70839913,5.31336408
"6058",2021-07-30,53.26,NA,28.70839913,5.719672471
"6059",2021-07-31,NA,NA,NA,NA
"6060",2021-08-01,NA,NA,NA,NA
"6061",2021-08-02,54.37,NA,28.77607954,5.577432654
"6062",2021-08-03,54.12,NA,28.89449962,5.489547426
"6063",2021-08-04,55.39,NA,29.0129197,5.545951378
"6064",2021-08-05,55.91,NA,29.07212974,5.429208314
"6065",2021-08-06,56.58,NA,29.10173476,5.631213166
"6066",2021-08-07,NA,NA,NA,NA
"6067",2021-08-08,NA,NA,NA,NA
"6068",2021-08-09,56.55,NA,29.1609448,5.758449988
"6069",2021-08-10,57.33,NA,29.36817994,5.964389999
"6070",2021-08-11,57.69,NA,29.33857492,5.791242983
"6071",2021-08-12,56.18,NA,29.48660002,5.751891389
"6072",2021-08-13,55.31,NA,29.42738998,5.587926412
"6073",2021-08-14,NA,NA,NA,NA
"6074",2021-08-15,NA,NA,NA,NA
"6075",2021-08-16,58.08,NA,29.456995,5.628589726
"6076",2021-08-17,57.17,NA,29.42738998,5.621494125
"6077",2021-08-18,57.06,19.79303421,29.39778496,5.744424838
"6078",2021-08-19,53.43,NA,29.456995,5.646953804
"6079",2021-08-20,54.31,NA,29.456995,5.524963861
"6080",2021-08-21,NA,NA,NA,NA
"6081",2021-08-22,NA,NA,NA,NA
"6082",2021-08-23,55.29,NA,29.87146528,5.643018644
"6083",2021-08-24,56.58,NA,29.87146528,5.538081059
"6084",2021-08-25,56.48,NA,29.9010703,5.544639658
"6085",2021-08-26,56.81,NA,30.1971205,5.122265878
"6086",2021-08-27,58.95,NA,30.25633055,5.439702073
"6087",2021-08-28,NA,NA,NA,NA
"6088",2021-08-29,NA,NA,NA,NA
"6089",2021-08-30,60.71,NA,30.43396067,5.522340421
"6090",2021-08-31,60.71,NA,30.49317071,5.393791879
"6091",2021-09-01,60.07,NA,35.37979078,5.447980673
"6092",2021-09-02,61.48,NA,35.67961952,4.858792423
"6093",2021-09-03,61.29,NA,36.039414,5.276908816
"6094",2021-09-04,NA,NA,NA,NA
"6095",2021-09-05,NA,NA,NA,NA
"6096",2021-09-06,62.27,NA,36.33924273,5.316386937
"6097",2021-09-07,61.95,NA,37.17876319,5.303227563
"6098",2021-09-08,62.41,NA,39.12764997,5.462455984
"6099",2021-09-09,62.7,NA,39.45746158,5.280856628
"6100",2021-09-10,60.87,NA,38.97773561,5.209796011
"6101",2021-09-11,NA,NA,NA,NA
"6102",2021-09-12,NA,NA,NA,NA
"6103",2021-09-13,61.01,NA,36.87893446,5.315071
"6104",2021-09-14,59.8,NA,38.0782494,5.300595689
"6105",2021-09-15,59.8,NA,38.37807813,5.271645067
"6106",2021-09-16,59.26,NA,38.37807813,5.269013192
"6107",2021-09-17,59.43,NA,38.37807813,5.26506538
"6108",2021-09-18,NA,NA,NA,NA
"6109",2021-09-19,NA,NA,NA,NA
"6110",2021-09-20,60.62,NA,38.67790687,NA
"6111",2021-09-21,60.1,NA,38.67790687,NA
"6112",2021-09-22,60.54,NA,38.67790687,5.328230373
"6113",2021-09-23,60.49,NA,38.67790687,5.358496933
"6114",2021-09-24,62.88,NA,38.67790687,5.472983483
"6115",2021-09-25,NA,NA,NA,NA
"6116",2021-09-26,NA,NA,NA,NA
"6117",2021-09-27,64.32,NA,38.61794112,5.411134427
"6118",2021-09-28,61.86,NA,38.13821515,5.321650687
"6119",2021-09-29,62.82,NA,38.37807813,5.328230373
"6120",2021-09-30,61.68,NA,38.67790687,5.376920056
"6121",2021-10-01,61.99,NA,39.1385943,NA
"6122",2021-10-02,NA,NA,NA,NA
"6123",2021-10-03,NA,NA,NA,NA
"6124",2021-10-04,63.34,NA,39.1385943,NA
"6125",2021-10-05,64.66,NA,39.1385943,NA
"6126",2021-10-06,59.04,NA,39.25995428,NA
"6127",2021-10-07,60.33,NA,39.1385943,NA
"6128",2021-10-08,58.31,NA,39.19927429,5.365022619
"6129",2021-10-09,NA,NA,NA,NA
"6130",2021-10-10,NA,NA,NA,NA
"6131",2021-10-11,59.11,NA,39.1385943,5.651389432
"6132",2021-10-12,58.89,NA,39.1385943,5.655413529
"6133",2021-10-13,59.04,NA,39.35097427,5.524744786
"6134",2021-10-14,61.4,NA,39.32063427,5.494732446
"6135",2021-10-15,59.41,NA,39.32063427,5.426303437
"6136",2021-10-16,NA,NA,NA,NA
"6137",2021-10-17,NA,NA,NA,NA
"6138",2021-10-18,58.54,NA,39.29029428,5.611121244
"6139",2021-10-19,54.52,NA,39.44199426,5.59693999
"6140",2021-10-20,57.76,NA,39.1385943,5.490207167
"6141",2021-10-21,57.96,NA,39.44199426,5.540298034
"6142",2021-10-22,58.25,NA,39.44199426,5.492874239
"6143",2021-10-23,NA,NA,NA,NA
"6144",2021-10-24,NA,NA,NA,NA
"6145",2021-10-25,58.96,NA,NA,5.495743611
"6146",2021-10-26,59.78,NA,39.50267425,5.524211477
"6147",2021-10-27,59.88,NA,39.50267425,5.544887251
"6148",2021-10-28,58.55,NA,39.59369423,5.445473088
"6149",2021-10-29,58.7,NA,39.44199426,5.462347288
"6150",2021-10-30,NA,NA,NA,NA
"6151",2021-10-31,NA,NA,NA,NA
"6152",2021-11-01,56.92,NA,40.16469459,5.654476448
"6153",2021-11-02,59.43,NA,40.16469459,5.766665817
"6154",2021-11-03,59.8,NA,40.16469459,5.815320297
"6155",2021-11-04,59.85,NA,40.19547213,5.375505508
"6156",2021-11-05,59.39,NA,40.19547213,5.729068893
"6157",2021-11-06,NA,NA,NA,NA
"6158",2021-11-07,NA,NA,NA,NA
"6159",2021-11-08,60.62,NA,40.13391704,5.568194309
"6160",2021-11-09,60.41,NA,40.13391704,5.628403387
"6161",2021-11-10,63.15,NA,40.13391704,5.593085103
"6162",2021-11-11,63.69,NA,40.01080687,5.622434941
"6163",2021-11-12,63.26,NA,39.88769669,5.642010978
"6164",2021-11-13,NA,NA,NA,NA
"6165",2021-11-14,NA,NA,NA,NA
"6166",2021-11-15,65.92,NA,39.94925178,5.621723738
"6167",2021-11-16,67.54,NA,40.07236196,5.538719273
"6168",2021-11-17,67.15,24.75896921,40.07236196,5.490883024
"6169",2021-11-18,69.09,NA,39.94925178,5.2142502
"6170",2021-11-19,69.35,NA,39.94925178,4.860104846
"6171",2021-11-20,NA,NA,NA,NA
"6172",2021-11-21,NA,NA,NA,NA
"6173",2021-11-22,69.9,NA,39.88769669,4.220985161
"6174",2021-11-23,69.17,NA,39.94925178,4.265621168
"6175",2021-11-24,72.9,NA,39.94925178,4.39037214
"6176",2021-11-25,74.45,NA,39.98002932,4.487532624
"6177",2021-11-26,72.77,NA,39.94925178,4.586869407
"6178",2021-11-27,NA,NA,NA,NA
"6179",2021-11-28,NA,NA,NA,NA
"6180",2021-11-29,74.18,NA,40.01080687,4.721125682
"6181",2021-11-30,75.36,NA,40.01080687,4.605830375
"6182",2021-12-01,76.8,NA,41.11764405,4.607703066
"6183",2021-12-02,79.85,NA,41.0576183,4.549423746
"6184",2021-12-03,78.24,NA,40.99759254,4.49398249
"6185",2021-12-04,NA,NA,NA,NA
"6186",2021-12-05,NA,NA,NA,NA
"6187",2021-12-06,81.24,NA,40.96757966,4.490304145
"6188",2021-12-07,84.89,NA,41.0576183,4.558107103
"6189",2021-12-08,88.88,NA,40.9075539,4.428497257
"6190",2021-12-09,80.19,NA,40.9075539,4.30585309
"6191",2021-12-10,83.73,NA,40.87754102,4.426181901
"6192",2021-12-11,NA,NA,NA,NA
"6193",2021-12-12,NA,NA,NA,NA
"6194",2021-12-13,82.12,NA,40.81751526,4.720345619
"6195",2021-12-14,79.48,NA,40.84752814,4.419590233
"6196",2021-12-15,80.5,NA,40.9075539,4.43050231
"6197",2021-12-16,84.77,NA,40.9075539,4.445994786
"6198",2021-12-17,73.28,NA,40.91955905,4.486672588
"6199",2021-12-18,NA,NA,NA,NA
"6200",2021-12-19,NA,NA,NA,NA
"6201",2021-12-20,79.38,NA,41.11764405,4.489384617
"6202",2021-12-21,80.42,NA,41.11764405,5.104514199
"6203",2021-12-22,76.26,NA,41.11764405,5.377059902
"6204",2021-12-23,73.92,NA,41.11764405,5.229335003
"6205",2021-12-24,NA,NA,41.08763117,5.080463323
"6206",2021-12-25,NA,NA,NA,NA
"6207",2021-12-26,NA,NA,NA,NA
"6208",2021-12-27,76.38,NA,NA,5.080463323
"6209",2021-12-28,78.75,NA,NA,5.06117901
"6210",2021-12-29,79.81,NA,40.93756678,5.174235506
"6211",2021-12-30,79.61,NA,40.9075539,5.061150047
"6212",2021-12-31,79.61,NA,40.93756678,5.221077169
"6213",2022-01-01,NA,NA,NA,NA
"6214",2022-01-02,NA,NA,NA,NA
"6215",2022-01-03,83.52,NA,NA,NA
"6216",2022-01-04,84.44,NA,NA,5.165874999
"6217",2022-01-05,87.15,NA,40.68043849,5.356379676
"6218",2022-01-06,86.31,NA,40.74004353,5.392533848
"6219",2022-01-07,84.99,NA,40.75196454,5.471794918
"6220",2022-01-08,NA,NA,NA,NA
"6221",2022-01-09,NA,NA,NA,NA
"6222",2022-01-10,79.73,NA,40.88905612,5.623364332
"6223",2022-01-11,80.95,NA,41.18708131,5.517682906
"6224",2022-01-12,79.69,NA,41.87253925,5.676205046
"6225",2022-01-13,80.23,NA,42.91562742,5.65812796
"6226",2022-01-14,81.73,NA,42.91562742,5.697063222
"6227",2022-01-15,NA,NA,NA,NA
"6228",2022-01-16,NA,NA,NA,NA
"6229",2022-01-17,80.23,NA,42.97523246,5.681767226
"6230",2022-01-18,82.31,NA,43.06464001,5.616411607
"6231",2022-01-19,81.72,NA,43.72029543,5.635879238
"6232",2022-01-20,85.23,NA,44.25674077,5.665080685
"6233",2022-01-21,84.11,NA,44.67397604,5.734607939
"6234",2022-01-22,NA,NA,NA,NA
"6235",2022-01-23,NA,NA,NA,NA
"6236",2022-01-24,83.66,NA,NA,5.712359218
"6237",2022-01-25,87.09,NA,44.65609453,5.837508276
"6238",2022-01-26,88.3,NA,44.7633836,5.812478464
"6239",2022-01-27,89.39,NA,44.85279116,6.033575133
"6240",2022-01-28,88.83,NA,44.85279116,6.509141553
"6241",2022-01-29,NA,NA,NA,NA
"6242",2022-01-30,NA,NA,NA,NA
"6243",2022-01-31,88.8,NA,NA,NA
"6244",2022-02-01,89.09,NA,44.83400791,NA
"6245",2022-02-02,93.68,NA,45.1280014,NA
"6246",2022-02-03,94.32,NA,45.27499815,NA
"6247",2022-02-04,95.95,NA,45.4219949,NA
"6248",2022-02-05,NA,NA,NA,NA
"6249",2022-02-06,NA,NA,NA,NA
"6250",2022-02-07,96.21,NA,NA,6.956028729
"6251",2022-02-08,96.41,NA,46.03938123,7.845866504
"6252",2022-02-09,90.34,NA,47.6269461,8.605009356
"6253",2022-02-10,90.36,NA,47.9209396,7.856989476
"6254",2022-02-11,92.45,NA,48.74412138,6.935173157
"6255",2022-02-12,NA,NA,NA,NA
"6256",2022-02-13,NA,NA,NA,NA
"6257",2022-02-14,91.29,NA,49.68490057,7.058916222
"6258",2022-02-15,90.67,NA,50.7138778,7.419022447
"6259",2022-02-16,89.34,25.70116118,50.27288755,7.406509103
"6260",2022-02-17,85.95,NA,49.97889406,7.292498638
"6261",2022-02-18,89.01,NA,49.39090707,7.527471425
"6262",2022-02-19,NA,NA,NA,NA
"6263",2022-02-20,NA,NA,NA,NA
"6264",2022-02-21,89.26,NA,48.50892659,7.204905232
"6265",2022-02-22,89.37,NA,47.47994936,7.179878545
"6266",2022-02-23,94.66,NA,47.47994936,7.181268916
"6267",2022-02-24,86.62,NA,47.03895912,7.186830402
"6268",2022-02-25,87.72,NA,47.03895912,7.19378226
"6269",2022-02-26,NA,NA,NA,NA
"6270",2022-02-27,NA,NA,NA,NA
"6271",2022-02-28,81.81,NA,47.47994936,7.127044427
"6272",2022-03-01,68.53,NA,49.79913298,7.191684276
"6273",2022-03-02,68.25,NA,48.86539923,7.170229371
"6274",2022-03-03,67.08,NA,49.17664382,7.038639284
"6275",2022-03-04,64.78,NA,48.86539923,6.865569715
"6276",2022-03-05,NA,NA,NA,NA
"6277",2022-03-06,NA,NA,NA,NA
"6278",2022-03-07,57.92,NA,47.62042091,6.816938596
"6279",2022-03-08,68.1,NA,46.53106488,6.748282899
"6280",2022-03-09,72.77,NA,43.72986365,6.809786961
"6281",2022-03-10,76.02,NA,44.81921968,6.875582004
"6282",2022-03-11,76.38,NA,45.13046426,6.891315601
"6283",2022-03-12,NA,NA,NA,NA
"6284",2022-03-13,NA,NA,NA,NA
"6285",2022-03-14,77.88,NA,44.81921968,6.816938596
"6286",2022-03-15,77.03,NA,44.66359739,6.729688647
"6287",2022-03-16,77.75,NA,45.75295342,6.745422245
"6288",2022-03-17,79.52,NA,45.82765212,6.775459112
"6289",2022-03-18,78.52,NA,45.82765212,6.78118042
"6290",2022-03-19,NA,NA,NA,NA
"6291",2022-03-20,NA,NA,NA,NA
"6292",2022-03-21,78.01,NA,45.72182897,6.598098561
"6293",2022-03-22,80.29,NA,45.37945993,6.588086272
"6294",2022-03-23,76.25,NA,45.50395776,6.676766547
"6295",2022-03-24,77.94,NA,46.064198,6.156127511
"6296",2022-03-25,78.31,NA,46.84230946,6.309172502
"6297",2022-03-26,NA,NA,NA,NA
"6298",2022-03-27,NA,NA,NA,NA
"6299",2022-03-28,80.54,NA,47.30917633,6.409295394
"6300",2022-03-29,81.44,NA,47.34030079,6.609541177
"6301",2022-03-30,78.04,NA,47.30917633,6.663893604
"6302",2022-03-31,76.25,NA,47.24692741,6.696791126
"6303",2022-04-01,78.29,NA,47.64224941,6.614698162
"6304",2022-04-02,NA,NA,NA,NA
