"","Date","EUR_EUR","CAL_EUR","QUE_EUR","ONT_EUR","NZ_EUR","KAZ_EUR","KOR_EUR","SWISS_EUR","USD_EUR","NS_EUR","UK_EUR","CHN_EUR","EUR_EUR","WAS_EUR","Shenzhen_EUR","Shanghai_EUR","Beijing_EUR","Guangdong_EUR","Tianjin_EUR","Hubei_EUR","Chongqing_EUR","Fujian_EUR"
"6650",2023-03-14,89.72,NA,NA,NA,37.81135462,NA,9.585863309,NA,NA,NA,NA,7.584339178,30,NA,7.855208434,7.719773806,12.05368191,10.95530707,4.063038845,6.372199255,4.259419056,4.323073331
"6651",2023-03-15,86.52,NA,NA,NA,39.40493662,NA,9.621631456,NA,NA,NA,NA,7.584339178,NA,NA,8.001477832,7.719773806,12.05368191,10.9647875,4.063038845,6.397931835,4.259419056,4.141590929
"6652",2023-03-16,84.37,NA,NA,NA,38.68058117,NA,9.872008483,NA,NA,NA,NA,7.584339178,30,NA,8.12607769,7.719773806,12.05368191,10.98916573,3.656734961,6.376262294,4.333908101,4.190347396
"6653",2023-03-17,84.52,NA,NA,NA,38.2459679,NA,10.30122624,NA,NA,NA,NA,7.685915149,NA,NA,8.124723344,7.855208434,12.05368191,11.017607,3.74070443,6.288229786,4.333908101,3.792169589
"6654",2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6655",2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6656",2023-03-20,85.06,NA,NA,NA,38.1010968,NA,10.33699439,NA,NA,NA,NA,7.719773806,NA,NA,8.154518962,7.870106243,12.05368191,11.02031569,4.02105411,6.362718831,4.333908101,3.602561109
"6657",2023-03-21,86.85,NA,NA,NA,37.66648353,NA,9.800472189,NA,NA,NA,NA,7.584339178,30,NA,8.18431458,7.855208434,12.05368191,11.07855258,4.02105411,6.34511233,4.333908101,2.532627547
"6658",2023-03-22,86.76,NA,NA,NA,37.66648353,NA,8.942036669,86.26,NA,NA,80.15201983,7.584339178,NA,NA,7.763112887,7.06968759,12.05368191,11.07178085,4.198473473,6.388451411,4.333908101,4.33797114
"6659",2023-03-23,89.67,NA,NA,NA,37.34776713,NA,9.013572962,NA,NA,NA,NA,7.584339178,30,NA,7.566732676,6.378970987,12.05368191,11.27764149,4.198473473,6.368136217,4.333908101,4.212016936
"6660",2023-03-24,85.09,NA,NA,NA,36.56546325,NA,9.514327016,NA,NA,NA,NA,7.584339178,NA,NA,8.097636418,6.804235719,12.05368191,11.24378283,4.198473473,6.381679679,4.333908101,4.404334108
"6661",2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6662",2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6663",2023-03-27,84.77,NA,NA,NA,35.63828827,NA,9.585863309,NA,NA,NA,NA,7.584339178,NA,NA,8.010958256,7.484117553,12.05368191,11.53903032,4.333908101,6.351884061,4.333908101,4.627801245
"6664",2023-03-28,86.61,NA,NA,NA,35.0588039,NA,9.764704043,NA,NA,NA,NA,7.584339178,30,NA,8.174834156,8.058360376,12.05368191,11.41036742,4.198473473,6.316671058,4.333908101,4.736148947
"6665",2023-03-29,87.54,NA,NA,NA,34.76906172,NA,9.907776629,NA,NA,NA,NA,7.584339178,NA,NA,7.922925748,8.058360376,12.05368191,11.3832805,4.198473473,6.332923213,4.333908101,4.416523225
"6666",2023-03-30,88.24,NA,NA,NA,31.29215555,NA,9.943544776,NA,NA,NA,NA,7.679143417,30,NA,8.261512318,8.058360376,12.05368191,11.47808474,4.282442943,6.323442789,4.333908101,4.599359973
"6667",2023-03-31,89.24,NA,NA,NA,31.58189773,NA,10.48006698,NA,NA,NA,NA,7.584339178,NA,NA,8.157227655,8.112534227,12.05368191,11.48214778,4.282442943,6.384388372,4.333908101,4.333908101
"6668",2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6669",2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6670",2023-04-03,93.04,NA,NA,NA,32.85644485,NA,9.635639509,NA,NA,NA,NA,7.412117173,NA,NA,8.073913349,7.92831819,11.77997194,10.62977018,4.153432802,6.304270374,4.235495527,4.256673005
"6671",2023-04-04,92.29,NA,NA,NA,33.42293528,NA,9.324812428,NA,NA,NA,NA,7.412117173,30,NA,8.073913349,7.92831819,11.77997194,10.96463905,4.153432802,6.211618909,4.235495527,4.632573233
"6672",2023-04-05,93.96,NA,NA,NA,33.42293528,NA,9.35934877,NA,NA,NA,78.9001648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6673",2023-04-06,94.01,NA,NA,NA,33.56455789,NA,9.393885113,NA,NA,NA,NA,6.686788564,30,NA,7.757574777,7.92831819,11.77997194,11.06390847,4.153432802,6.211618909,4.235495527,4.373149132
"6674",2023-04-07,NA,NA,NA,NA,33.56455789,NA,9.428421455,NA,NA,NA,NA,7.332701632,NA,NA,7.757574777,7.92831819,11.77997194,11.04670177,4.235495527,6.399569023,4.235495527,4.234171935
"6675",2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6676",2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6677",2023-04-10,NA,NA,NA,NA,33.56455789,NA,9.393885113,NA,NA,NA,NA,7.412117173,NA,NA,8.179800737,7.934936152,11.77997194,11.08111517,4.256673005,6.210295317,3.904597439,4.116372216
"6678",2023-04-11,94.72,NA,NA,NA,33.56455789,NA,9.290276086,NA,NA,NA,NA,7.412117173,30,NA,7.811842063,7.941554114,11.77997194,11.10758702,4.256673005,6.194412209,3.904597439,3.772238204
"6679",2023-04-12,93.3,NA,NA,NA,33.42293528,NA,9.186667059,NA,NA,NA,NA,7.412117173,NA,NA,7.400204842,7.941554114,11.77997194,11.14067683,4.219612419,6.064700158,3.904597439,4.149462025
"6680",2023-04-13,91.86,NA,NA,NA,35.40565178,NA,8.841303635,NA,NA,NA,NA,7.412117173,30,NA,7.645069427,8.140092967,9.794583407,11.10493984,4.219612419,6.334712998,3.904597439,4.698752851
"6681",2023-04-14,91.28,NA,NA,NA,35.54727439,NA,8.91037632,NA,NA,NA,NA,7.412117173,NA,NA,7.701983898,8.140092967,9.794583407,11.06126129,4.201082126,6.064700158,3.904597439,4.558452061
"6682",2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6683",2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6684",2023-04-17,90.56,NA,NA,NA,34.98078396,NA,8.979449005,NA,NA,NA,NA,7.412117173,NA,NA,7.822430802,7.676835643,14.13596632,11.07185003,4.201082126,6.118967445,3.904597439,4.149462025
"6685",2023-04-18,92.82,NA,NA,NA,34.75418779,NA,8.91037632,NA,NA,NA,NA,7.412117173,30,NA,7.941554114,7.698013121,14.13596632,10.98581652,4.190493387,6.085877636,3.904597439,4.677575373
"6686",2023-04-19,91.96,NA,NA,NA,34.75418779,NA,8.979449005,NA,NA,NA,73.21335966,7.412117173,NA,NA,7.941554114,7.743015261,14.13596632,11.05199614,4.227553973,6.083230451,3.904597439,4.692134889
"6687",2023-04-20,89.5,NA,NA,NA,34.27267092,NA,8.91037632,NA,NA,NA,NA,7.067983161,30,NA,8.051412279,8.007733732,14.13596632,11.27700684,4.301675145,6.607373023,3.904597439,5.76159751
"6688",2023-04-21,87.26,NA,NA,NA,34.6408897,NA,8.979449005,NA,NA,NA,NA,7.067983161,NA,NA,7.944201299,7.743015261,14.13596632,11.02817148,4.301675145,6.613990985,3.904597439,5.029650939
"6689",2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6690",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6691",2023-04-24,85.94,NA,NA,NA,34.31232525,NA,8.944912662,NA,NA,NA,NA,7.067983161,NA,NA,8.154652483,7.810518471,14.13596632,10.58079726,4.301675145,6.394274654,3.904597439,4.632573233
"6692",2023-04-25,84.59,NA,NA,NA,34.45394786,NA,8.772230951,NA,NA,NA,NA,7.067983161,30,NA,8.17582996,7.762869146,14.13596632,11.0242007,4.301675145,5.979990248,3.904597439,4.533303807
"6693",2023-04-26,83.3,NA,NA,NA,34.55591614,NA,8.599549239,NA,NA,NA,NA,7.269169199,NA,NA,8.187742291,8.146710929,11.38289423,11.05596692,4.235495527,6.584871953,3.904597439,4.653750711
"6694",2023-04-27,83.8,NA,NA,NA,33.13969007,NA,7.770677023,NA,NA,NA,NA,7.279757938,30,NA,8.301571234,8.15332889,11.38289423,11.10229265,4.235495527,6.582224768,3.904597439,4.383737871
"6695",2023-04-28,85.1,NA,NA,NA,31.723464,NA,7.770677023,NA,NA,NA,NA,7.279757938,NA,NA,8.301571234,8.15332889,11.38289423,11.12214654,4.269908929,6.587519137,3.904597439,4.414180495
"6696",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6697",2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6698",2023-05-01,NA,NA,NA,NA,32.03592829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6699",2023-05-02,86.18,NA,NA,NA,31.03480553,NA,8.03640092,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6700",2023-05-03,82.86,NA,NA,NA,30.46273539,NA,8.071040579,NA,NA,NA,63.42004932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6701",2023-05-04,82.57,NA,NA,NA,31.32084061,NA,8.105680238,NA,NA,NA,NA,7.301452666,30,NA,8.251299301,7.644818278,13.41888598,11.05874074,4.244051586,6.56209836,3.880952318,4.342719865
"6702",2023-05-05,82.86,NA,NA,NA,31.17782307,NA,NA,NA,NA,NA,NA,7.301452666,NA,NA,8.273664111,7.702703668,15.21333309,11.10215478,4.265100819,6.5713074,3.880952318,4.736077405
"6703",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6704",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6705",2023-05-08,83.28,NA,NA,NA,30.891788,NA,8.590635466,NA,NA,NA,NA,7.367231519,NA,NA,8.443373552,7.636924816,18.22074224,11.07321209,4.265100819,6.513422009,3.880952318,4.342719865
"6706",2023-05-09,84.65,NA,NA,NA,30.891788,NA,8.625275125,NA,NA,NA,NA,7.367231519,30,NA,8.443373552,7.971081388,14.60290533,11.34290539,4.275625435,6.533155665,3.880952318,4.511113728
