"","Date","EUR_EUR","CAL_EUR","QUE_EUR","ONT_EUR","NZ_EUR","KAZ_EUR","KOR_EUR","SWISS_EUR","USD_EUR","NS_EUR","UK_EUR","CHN_EUR","EUR_EUR","WAS_EUR","Shenzhen_EUR","Shanghai_EUR","Beijing_EUR","Guangdong_EUR","Tianjin_EUR","Hubei_EUR","Chongqing_EUR","Fujian_EUR"
"3670",2015-01-15,7.14,NA,NA,NA,3.944471518,NA,7.573368645,NA,NA,NA,NA,NA,NA,NA,5.484507413,2.949091337,7.723810645,NA,3.517844667,3.385157966,NA,NA
"3671",2015-01-16,7.13,NA,NA,NA,3.977342114,NA,7.597084831,NA,NA,NA,NA,NA,NA,NA,5.339658182,3.642654425,7.558411872,2.892918169,3.518780886,3.375761698,NA,NA
"3672",2015-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3673",2015-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3674",2015-01-19,7.22,NA,NA,NA,NA,NA,7.794719712,NA,NA,NA,NA,NA,NA,NA,5.465370008,3.914692334,7.583377724,NA,3.522525764,3.364332209,NA,NA
"3675",2015-01-20,7.17,NA,NA,NA,3.944471518,NA,7.818435898,10.97080542,NA,NA,NA,NA,NA,NA,5.603690355,4.336211907,7.577760408,NA,3.526908973,3.375483041,NA,NA
"3676",2015-01-21,7.3,NA,NA,NA,3.944471518,NA,7.834246688,NA,NA,NA,NA,NA,NA,NA,5.363330056,5.03882097,NA,2.90155116,3.529511402,3.38384192,NA,NA
"3677",2015-01-22,6.79,NA,NA,NA,3.944471518,NA,7.842152084,NA,NA,NA,NA,NA,NA,NA,5.611698217,4.913139996,7.333040779,NA,3.5290793,3.342581601,NA,NA
"3678",2015-01-23,6.8,NA,NA,NA,3.944471518,NA,7.842152084,NA,NA,NA,NA,NA,NA,NA,5.686331203,4.738995454,7.661493537,NA,3.456715042,3.384275911,NA,NA
"3679",2015-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3680",2015-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3681",2015-01-26,6.85,NA,NA,NA,NA,NA,7.850057479,NA,NA,NA,NA,NA,NA,NA,5.715482962,4.580892414,7.525927893,NA,3.516264796,3.380311712,NA,NA
"3682",2015-01-27,6.83,NA,NA,NA,3.911600922,NA,7.850057479,NA,NA,NA,NA,NA,NA,NA,5.715975322,4.640112472,7.442944804,NA,3.45439452,3.383258113,NA,NA
"3683",2015-01-28,6.95,NA,NA,NA,3.944471518,NA,7.850057479,NA,NA,NA,NA,NA,NA,NA,6.045504757,4.557364089,NA,2.901344144,3.492702644,3.38204145,NA,NA
"3684",2015-01-29,7.06,NA,NA,NA,3.977342114,NA,7.873773664,NA,NA,NA,NA,NA,NA,NA,5.960087009,4.671405463,7.442944804,NA,3.515211549,3.339679159,NA,NA
"3685",2015-01-30,7.08,NA,NA,NA,3.911600922,NA,7.873773664,NA,NA,NA,NA,NA,NA,NA,5.896672643,4.50439202,7.442944804,2.904152803,3.504581557,3.426490433,NA,NA
"3686",2015-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3687",2015-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3688",2015-02-02,7.12,NA,NA,NA,4.000755602,NA,7.98958558,NA,NA,NA,NA,NA,NA,NA,6.025579894,4.896088348,7.756088207,2.972025705,3.599502047,3.474440254,NA,NA
"3689",2015-02-03,7.07,NA,NA,NA,4.000755602,NA,7.98958558,NA,NA,NA,NA,NA,NA,NA,6.08667514,4.940332529,7.827903838,NA,3.581641406,3.469530796,NA,NA
"3690",2015-02-04,6.91,NA,NA,NA,NA,NA,7.98958558,NA,NA,NA,NA,NA,NA,NA,6.055726562,5.027094208,7.612456944,2.987607833,3.576418451,3.475241968,NA,NA
"3691",2015-02-05,7,NA,NA,NA,3.948286676,NA,7.98958558,NA,NA,NA,NA,NA,NA,NA,6.025568498,4.883462945,7.756088207,NA,3.550564824,3.461074567,NA,NA
"3692",2015-02-06,6.95,NA,NA,NA,NA,NA,7.997607253,NA,NA,NA,NA,NA,NA,NA,5.950610138,4.825347551,7.745039648,2.987530272,3.554155605,3.461796988,NA,NA
"3693",2015-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3694",2015-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3695",2015-02-09,6.92,NA,NA,NA,3.869583288,NA,7.997607253,NA,NA,NA,NA,NA,NA,NA,5.82019279,4.719546206,7.62271632,NA,3.596766213,3.451021766,NA,NA
"3696",2015-02-10,7.08,NA,NA,NA,3.882700519,NA,8.021672269,NA,NA,NA,NA,NA,NA,NA,6.030656869,4.696598767,7.474728335,NA,3.590781577,3.457610852,NA,NA
"3697",2015-02-11,7.22,NA,NA,NA,3.902376366,NA,8.021672269,NA,NA,NA,NA,NA,NA,NA,6.031367665,4.859206116,NA,NA,3.447150314,3.463137578,NA,NA
"3698",2015-02-12,7.4,NA,NA,NA,3.935169445,NA,8.021672269,NA,NA,NA,NA,NA,NA,NA,6.031913086,4.841887777,7.62682007,2.987530272,3.447150314,3.464655374,NA,NA
"3699",2015-02-13,7.63,NA,NA,NA,3.935169445,NA,8.021672269,NA,NA,NA,NA,NA,NA,NA,6.022170937,4.453380442,7.631807535,NA,3.554873761,3.466006023,NA,NA
"3700",2015-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3701",2015-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3702",2015-02-16,7.66,NA,NA,NA,3.902376366,NA,8.021672269,NA,NA,NA,NA,NA,NA,NA,5.905203521,4.635565431,7.325194418,NA,3.598761092,3.42424153,NA,NA
"3703",2015-02-17,7.48,NA,NA,NA,3.902376366,NA,8.021672269,NA,NA,NA,NA,NA,NA,NA,5.880027805,4.662597432,NA,NA,3.604883556,3.079454281,NA,NA
"3704",2015-02-18,7.5,10.758041,10.758041,NA,3.915493598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3705",2015-02-19,7.34,NA,NA,NA,3.915493598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3706",2015-02-20,7.31,NA,NA,NA,3.915493598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3707",2015-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3708",2015-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3709",2015-02-23,7.67,NA,NA,NA,3.915493598,NA,8.101888992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710",2015-02-24,7.44,NA,NA,NA,3.836790209,NA,8.101888992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3711",2015-02-25,7.39,NA,NA,NA,3.843348825,NA,8.101888992,NA,NA,NA,NA,NA,NA,NA,6.619964916,4.768728141,7.404016452,NA,3.623098611,NA,NA,NA
"3712",2015-02-26,7.07,NA,NA,NA,3.869583288,NA,8.101888992,NA,NA,NA,NA,NA,NA,NA,5.964801169,4.659456747,7.827903838,2.987530272,3.531639292,NA,NA,NA
"3713",2015-02-27,7.08,NA,NA,NA,3.869583288,NA,8.101888992,NA,NA,NA,NA,NA,NA,NA,5.986750015,4.633141474,NA,2.999020773,3.523454423,NA,NA,NA
"3714",2015-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3715",2015-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716",2015-03-02,6.95,NA,NA,NA,4.171554795,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.248342454,4.792675882,7.801051804,NA,3.763840806,3.537476953,NA,NA
"3717",2015-03-03,6.74,NA,NA,NA,4.240506114,NA,8.372792017,11.29625197,NA,NA,NA,NA,NA,NA,6.449437006,4.718560369,7.72604169,3.13242234,3.762098147,3.53813547,NA,NA
"3718",2015-03-04,6.99,NA,NA,NA,4.309457433,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.395518548,4.674982121,NA,NA,3.594698953,3.501472098,NA,NA
"3719",2015-03-05,6.75,NA,NA,NA,4.206030455,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.562873097,4.788274994,7.876061917,3.147424362,3.798396747,3.453627708,NA,NA
"3720",2015-03-06,6.81,NA,NA,NA,4.206030455,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.442932418,4.623192648,8.176102371,3.147424362,3.763364551,3.719374001,NA,NA
"3721",2015-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3722",2015-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3723",2015-03-09,6.69,NA,NA,NA,4.254296378,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.571790019,4.592304567,8.176102371,3.149830627,3.79217796,3.697562572,NA,NA
"3724",2015-03-10,6.8,NA,NA,NA,4.309457433,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.3853701,4.600494578,7.782653097,3.133458134,3.687088033,3.737469074,NA,NA
"3725",2015-03-11,6.75,NA,NA,NA,4.378408752,NA,8.372792017,NA,5.502564621,NA,NA,NA,NA,NA,6.533930574,4.530484989,7.799366183,NA,3.723502034,3.557053952,NA,NA
"3726",2015-03-12,6.42,NA,NA,NA,4.412884412,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.537581009,4.504100199,7.675011188,NA,3.774883962,3.678961104,NA,NA
"3727",2015-03-13,6.49,NA,NA,NA,4.447360071,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.50435832,4.275576469,7.639491559,3.147424362,3.746755169,3.9779601,NA,NA
"3728",2015-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3729",2015-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3730",2015-03-16,6.48,NA,NA,NA,4.447360071,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.49186656,4.275576469,NA,3.10601878,3.755006282,3.898008244,NA,NA
"3731",2015-03-17,6.74,NA,NA,NA,4.447360071,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.435958854,3.979274217,7.801051804,3.092207698,3.750088952,3.986343434,3.600485448,NA
"3732",2015-03-18,6.74,NA,NA,NA,4.447360071,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.436949341,3.810513766,7.72604169,3.030408585,3.765507698,3.909556793,NA,NA
"3733",2015-03-19,6.68,NA,NA,NA,4.51631139,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.456188326,3.885523879,7.656457263,3.197186515,3.761279855,3.876301824,NA,NA
"3734",2015-03-20,7.01,NA,NA,NA,4.51631139,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.377854866,3.848200193,7.801051804,3.49633679,3.758006686,3.890266418,NA,NA
"3735",2015-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3736",2015-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3737",2015-03-23,7.04,NA,NA,NA,4.481835731,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.400966338,3.720491794,7.7296136,3.622799417,3.770008304,3.903672368,NA,NA
"3738",2015-03-24,7.05,NA,NA,NA,4.447360071,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.34955679,3.780322195,7.668540315,3.931978418,3.831216557,3.920851651,NA,NA
"3739",2015-03-25,6.96,NA,NA,NA,4.51631139,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.181500109,3.765507698,7.66479365,3.999646409,3.78050972,3.88481323,NA,NA
"3740",2015-03-26,6.95,NA,NA,NA,4.481835731,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.259858818,3.765507698,7.801051804,4.438265071,3.76300736,3.675230693,NA,NA
"3741",2015-03-27,6.79,NA,NA,NA,4.55078705,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,5.728804215,3.90667267,7.539284843,4.881658186,3.788010732,3.503176575,NA,NA
"3742",2015-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3743",2015-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3744",2015-03-30,6.88,NA,NA,NA,4.530101654,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.089656536,3.958974713,7.50101135,4.484104585,3.790261035,3.3218555,NA,NA
"3745",2015-03-31,6.91,NA,NA,NA,4.55078705,NA,8.372792017,NA,NA,NA,NA,NA,NA,NA,6.084285215,4.162557266,7.50101135,4.223969511,3.796875563,3.875727802,NA,NA
"3746",2015-04-01,7.15,NA,NA,NA,4.64309287,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,5.165316722,4.329871422,7.635485886,3.849044934,3.810080109,3.891373548,NA,NA
"3747",2015-04-02,7.15,NA,NA,NA,4.713442761,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.056507904,4.400542788,7.718533686,5.09976346,3.770648667,3.775026776,NA,NA
"3748",2015-04-03,NA,NA,NA,NA,NA,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,5.637438582,4.388970135,7.718533686,4.693171168,3.697833459,3.762121569,NA,NA
"3749",2015-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3750",2015-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3751",2015-04-06,NA,NA,NA,NA,NA,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3752",2015-04-07,7.1,NA,NA,NA,4.713442761,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.353806702,4.388970135,7.718533686,5.162336942,3.703795487,3.590852919,NA,NA
"3753",2015-04-08,7.12,NA,NA,NA,4.586812956,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.109514194,4.343652054,7.626781508,4.646254591,3.688853727,3.593287156,NA,NA
"3754",2015-04-09,7.02,NA,NA,NA,4.607917924,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.465868351,4.237626337,7.869877483,4.181629132,3.683845623,3.791197391,NA,NA
"3755",2015-04-10,6.98,NA,NA,NA,4.607917924,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.279405986,4.393200611,7.869877483,3.76392025,3.703598937,3.913467894,NA,NA
"3756",2015-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3757",2015-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3758",2015-04-13,6.8,NA,NA,NA,4.64309287,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.300304646,4.081460967,7.739544658,3.387074194,3.698674257,3.825692874,NA,NA
"3759",2015-04-14,6.8,NA,NA,NA,4.607917924,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.293585981,4.094248002,7.703399306,3.048801453,3.69218329,3.842018607,NA,NA
"3760",2015-04-15,6.86,NA,NA,NA,4.607917924,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.233279286,4.164956666,7.674761797,2.762293762,3.688248351,3.825810261,NA,NA
"3761",2015-04-16,6.89,NA,NA,NA,4.572742978,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.233274623,4.108016438,7.688264926,2.608365052,3.686142699,3.762208171,NA,NA
"3762",2015-04-17,6.82,NA,NA,NA,4.432043194,NA,8.628612815,NA,NA,NA,NA,NA,NA,NA,6.304693211,4.086282539,7.718533686,2.863596433,3.707923045,3.742848537,NA,NA
"3763",2015-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3764",2015-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3765",2015-04-20,7.12,NA,NA,NA,4.410938226,NA,8.75676053,NA,NA,NA,NA,NA,NA,NA,6.244901265,4.072842302,7.718533686,2.752943681,3.700355855,3.861939733,NA,NA
"3766",2015-04-21,7.08,NA,NA,NA,4.29134341,NA,8.75676053,NA,NA,NA,NA,NA,NA,NA,6.297738656,4.180743514,7.805940463,2.479104493,3.692788665,3.855993865,NA,NA
"3767",2015-04-22,7.1,NA,NA,NA,4.340588334,NA,8.75676053,NA,NA,NA,NA,NA,NA,NA,6.540792816,4.084035916,7.567189888,2.707719501,3.684313413,3.841830962,NA,NA
"3768",2015-04-23,7.26,NA,NA,NA,4.326518356,NA,8.799476435,NA,NA,NA,NA,NA,NA,NA,6.798671001,4.086282539,7.693212823,3.035294858,3.692788665,3.826913669,NA,NA
"3769",2015-04-24,7.28,NA,NA,NA,4.326518356,NA,8.799476435,NA,NA,NA,NA,NA,NA,NA,6.5169708,4.086282539,7.609978566,3.298072361,3.687491632,3.729992935,NA,NA
"3770",2015-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3771",2015-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3772",2015-04-27,7.18,NA,NA,NA,NA,NA,8.799476435,NA,NA,NA,NA,NA,NA,NA,6.329511243,4.086282539,7.673882217,3.579280817,3.68143788,3.802932283,NA,NA
"3773",2015-04-28,7.35,NA,NA,NA,4.256168464,NA,8.799476435,NA,NA,NA,NA,NA,NA,NA,6.3247608,3.745281508,7.656583772,3.937965618,NA,3.849271606,NA,NA
"3774",2015-04-29,7.47,NA,NA,NA,4.220993518,NA,8.799476435,NA,NA,NA,NA,NA,NA,NA,6.282543943,4.052521231,NA,3.550206877,3.692788665,3.564919972,NA,NA
"3775",2015-04-30,7.39,NA,NA,NA,4.256168464,NA,8.799476435,NA,NA,NA,NA,NA,NA,NA,6.825080759,4.25844471,7.635974431,3.906081348,3.651169121,3.747840985,NA,NA
"3776",2015-05-01,NA,NA,NA,NA,4.025558938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777",2015-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3778",2015-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3779",2015-05-04,7.61,NA,NA,NA,4.025558938,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,6.039633651,4.239398357,7.358825452,4.164585445,3.532342991,3.809075474,NA,NA
"3780",2015-05-05,7.57,NA,NA,NA,4.012295153,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.635344904,NA,7.350898344,4.397115019,NA,3.89206278,NA,NA
"3781",2015-05-06,7.54,NA,NA,NA,3.979135689,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,6.171238168,4.239398357,7.401722783,4.837901655,NA,3.993509458,NA,NA
"3782",2015-05-07,7.43,NA,NA,NA,3.945976224,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.83109855,3.731963149,7.326920124,NA,3.538944131,4.042042618,NA,NA
"3783",2015-05-08,7.54,NA,NA,NA,3.945976224,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,6.152922659,3.511444678,7.363937631,NA,3.54261143,4.012210287,NA,NA
"3784",2015-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3785",2015-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3786",2015-05-11,7.62,NA,NA,NA,3.945976224,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,6.146226441,3.533973047,7.357128322,4.353818105,3.439927041,3.991715983,NA,NA
"3787",2015-05-12,7.63,NA,NA,NA,3.813338368,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.776164277,3.469791039,7.016068067,3.93134519,NA,3.953157136,NA,NA
"3788",2015-05-13,7.61,NA,NA,NA,3.813338368,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.491549393,3.491269235,7.129230456,NA,3.219889064,3.955404074,NA,NA
"3789",2015-05-14,7.56,NA,NA,NA,3.79344269,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,6.490150619,3.304406215,6.994617911,NA,3.219889064,3.747191006,NA,NA
"3790",2015-05-15,7.58,NA,NA,NA,3.813338368,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.525772379,3.520607632,7.056228797,3.549946029,NA,3.553967961,NA,NA
"3791",2015-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3792",2015-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793",2015-05-18,7.6,NA,NA,NA,3.647541048,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.24645608,3.631994052,7.092937184,NA,2.919170495,3.785803544,NA,NA
"3794",2015-05-19,7.39,NA,NA,NA,3.58122212,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.823671792,3.512864121,6.718492899,3.315727827,3.049970848,3.738564767,NA,NA
"3795",2015-05-20,7.35,NA,NA,NA,3.448584263,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.581257686,3.488041126,6.946088852,3.029253599,3.087255061,3.701961868,NA,NA
"3796",2015-05-21,7.31,11.02286639,11.02286639,NA,3.481743727,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.765070685,3.44726164,6.891146004,3.105469316,2.77981311,3.784728615,NA,NA
"3797",2015-05-22,7.28,NA,NA,NA,3.415424799,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.825474609,3.44726164,6.952349434,2.795927279,NA,3.842439625,NA,NA
"3798",2015-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3799",2015-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3800",2015-05-25,NA,NA,NA,NA,3.448584263,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.912329736,3.44726164,6.830906996,2.519691151,2.77981311,3.854878576,NA,NA
"3801",2015-05-26,7.23,NA,NA,NA,3.481743727,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.630761422,3.44726164,7.005638823,2.771784082,NA,3.726233427,NA,NA
"3802",2015-05-27,7.18,NA,NA,NA,3.481743727,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,5.450156509,3.44726164,6.926362393,2.537645599,NA,3.744380409,NA,NA
"3803",2015-05-28,7.19,NA,NA,NA,3.481743727,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,6.07318553,3.44726164,6.875993096,2.493227697,NA,3.716171088,NA,NA
"3804",2015-05-29,7.31,NA,NA,NA,3.481743727,NA,8.451772593,NA,NA,NA,NA,NA,NA,NA,6.088799027,3.447256029,6.859453746,2.445450639,NA,3.661771755,NA,NA
"3805",2015-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2015-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3807",2015-06-01,7.24,NA,NA,NA,NA,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.64226308,2.643537481,6.822557806,2.656687457,NA,3.663401825,NA,NA
"3808",2015-06-02,7.44,NA,NA,NA,3.272732114,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,6.642712491,2.857877926,6.787082344,2.405891495,2.487545994,3.694332124,NA,NA
"3809",2015-06-03,7.49,NA,NA,NA,3.210394359,NA,8.25714676,NA,5.406750733,NA,NA,NA,NA,NA,5.823319701,NA,6.834971535,2.575558128,NA,3.71553426,NA,NA
"3810",2015-06-04,7.4,NA,NA,NA,3.366238746,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,6.274626131,3.397410414,6.760102472,2.624608903,NA,4.009819158,NA,NA
"3811",2015-06-05,7.41,NA,NA,NA,3.366238746,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,6.037103772,3.15014741,6.763922345,NA,2.238208148,3.759723976,NA,NA
"3812",2015-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3813",2015-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",2015-06-08,7.46,NA,NA,NA,3.459745378,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.91238508,NA,6.689047816,2.887068861,2.015116391,3.726538952,NA,NA
"3815",2015-06-09,7.57,NA,NA,NA,3.459745378,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,6.386876093,3.046955412,6.781040958,2.605653395,NA,3.756128795,3.499478538,NA
"3816",2015-06-10,7.58,NA,NA,NA,3.77143415,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,6.228225808,2.610014166,6.438800781,2.582388827,NA,NA,NA,NA
"3817",2015-06-11,7.52,NA,NA,NA,3.77143415,NA,8.25714676,NA,NA,NA,NA,NA,NA,NA,5.901789905,1.822657154,6.326112721,2.477339182,NA,3.73150214,3.207855326,NA
