Date,EUR= (BID),EURCNH= (BID),HBEHBEA (TRDPRC_1),HBEHBEAOTC (TRDPRC_1),EURCNY= (BID),
22/4/2005,1.3064,,,,10.8124,
25/4/2005,1.2999,,,,10.7586,
26/4/2005,1.2988,,,,10.7495,
27/4/2005,1.2926,,,,10.6982,
28/4/2005,1.2898,,,,10.675,
29/4/2005,1.2871,,,,10.6527,
02/5/2005,1.2862,,,,10.6452,
03/5/2005,1.2867,,,,10.6494,
04/5/2005,1.2945,,,,10.7139,
05/5/2005,1.2956,,,,10.723,
06/5/2005,1.2835,,,,10.6229,
09/5/2005,1.2866,,,,10.6485,
10/5/2005,1.2881,,,,10.661,
11/5/2005,1.2802,,,,10.5956,
12/5/2005,1.2668,,,,10.4847,
13/5/2005,1.2616,,,,10.4416,
16/5/2005,1.2634,,,,10.4565,
17/5/2005,1.2602,,,,10.43,
18/5/2005,1.2677,,,,10.4921,
19/5/2005,1.2641,,,,10.4623,
20/5/2005,1.2558,,,,10.3936,
23/5/2005,1.2577,,,,10.4094,
24/5/2005,1.2577,,,,10.4094,
25/5/2005,1.2602,,,,10.43,
26/5/2005,1.2508,,,,10.3522,
27/5/2005,1.2571,,,,10.4044,
30/5/2005,1.2471,,,,10.3216,
31/5/2005,1.2309,,,,10.1875,
01/6/2005,1.2185,,,,10.0849,
02/6/2005,1.2272,,,,10.1569,
03/6/2005,1.2232,,,,10.1238,
06/6/2005,1.2255,,,,10.1429,
07/6/2005,1.2283,,,,10.166,
08/6/2005,1.2237,,,,10.128,
09/6/2005,1.2229,,,,10.1213,
10/6/2005,1.212,,,,10.0311,
13/6/2005,1.2112,,,,10.0245,
14/6/2005,1.2026,,,,9.9533,
15/6/2005,1.212,,,,10.0311,
16/6/2005,1.2108,,,,10.0212,
17/6/2005,1.2287,,,,10.1693,
20/6/2005,1.2146,,,,10.0526,
21/6/2005,1.2177,,,,10.0783,
22/6/2005,1.2124,,,,10.0344,
23/6/2005,1.2037,,,,9.9624,
24/6/2005,1.2095,,,,10.0104,
27/6/2005,1.2162,,,,10.0659,
28/6/2005,1.2059,,,,9.9806,
29/6/2005,1.2076,,,,9.9947,
30/6/2005,1.21,,,,10.0146,
01/7/2005,1.1955,,,,9.8946,
04/7/2005,1.1901,,,,9.8499,
05/7/2005,1.1912,,,,9.859,
06/7/2005,1.1929,,,,9.873,
07/7/2005,1.1951,,,,9.8912,
08/7/2005,1.197,,,,9.907,
11/7/2005,1.2072,,,,9.9914,
12/7/2005,1.2239,,,,10.1296,
13/7/2005,1.2093,,,,10.0088,
14/7/2005,1.2082,,,,9.9997,
15/7/2005,1.2033,,,,9.9591,
18/7/2005,1.2053,,,,9.9757,
19/7/2005,1.2033,,,,9.9591,
20/7/2005,1.2142,,,,10.0493,
21/7/2005,1.2163,,,,9.8642,
22/7/2005,1.2066,,,,9.7869,
25/7/2005,1.2059,,,,9.7817,
26/7/2005,1.201,,,,9.74,
27/7/2005,1.207,,,,9.7921,
28/7/2005,1.2131,,,,9.8358,
29/7/2005,1.213,,,,9.8321,
01/8/2005,1.2174,,,,9.8665,
02/8/2005,1.2198,,,,9.8843,
03/8/2005,1.234,,,,10.0017,
04/8/2005,1.2385,,,,10.0352,
05/8/2005,1.236,,,,10.0162,
08/8/2005,1.2347,,,,10.0122,
09/8/2005,1.2369,,,,10.0275,
10/8/2005,1.2384,,,,10.0387,
11/8/2005,1.2469,,,,10.1001,
12/8/2005,1.2436,,,,10.0707,
15/8/2005,1.2369,,,,10.0153,
16/8/2005,1.2362,,,,10.0135,
17/8/2005,1.2273,,,,9.9408,
18/8/2005,1.2175,,,,9.8626,
19/8/2005,1.2151,,,,9.848,
22/8/2005,1.2223,,,,9.9075,
23/8/2005,1.223,,,,9.9078,
24/8/2005,1.2268,,,,9.9377,
25/8/2005,1.2297,,,,9.9608,
26/8/2005,1.2281,,,,9.9433,
29/8/2005,1.223,,,,9.9007,
30/8/2005,1.2217,,,,9.8925,
31/8/2005,1.2343,,,,9.9976,
01/9/2005,1.25,,,,10.1186,
02/9/2005,1.2523,,,,10.1355,
05/9/2005,1.2537,,,,10.1281,
06/9/2005,1.2459,,,,10.0644,
07/9/2005,1.2417,,,,10.0252,
08/9/2005,1.2401,,,,10.0146,
09/9/2005,1.2408,,,,10.0236,
12/9/2005,1.2277,,,,9.9199,
13/9/2005,1.2263,,,,9.9038,
14/9/2005,1.2285,,,,9.926,
15/9/2005,1.2221,,,,9.8685,
16/9/2005,1.2235,,,,9.8751,
19/9/2005,1.2136,,,,9.7957,
20/9/2005,1.2115,,,,9.7824,
21/9/2005,1.2216,,,,9.8601,
22/9/2005,1.2151,,,,9.815,
23/9/2005,1.2035,,,,9.7161,
26/9/2005,1.2073,,,,9.7479,
27/9/2005,1.2015,,,,9.7042,
28/9/2005,1.2039,,,,9.7241,
29/9/2005,1.2031,,,,9.7215,
30/9/2005,1.2029,,,,9.7172,
03/10/2005,1.1922,,,,9.6292,
04/10/2005,1.1916,,,,9.6243,
05/10/2005,1.1974,,,,9.6712,
06/10/2005,1.2183,,,,9.8392,
07/10/2005,1.2118,,,,9.7867,
10/10/2005,1.2069,,,,9.7422,
11/10/2005,1.199,,,,9.677,
12/10/2005,1.2021,,,,9.7038,
13/10/2005,1.2026,,,,9.7073,
14/10/2005,1.2076,,,,9.7402,
17/10/2005,1.2024,,,,9.7092,
18/10/2005,1.1959,,,,9.6527,
19/10/2005,1.1993,,,,9.6825,
20/10/2005,1.2015,,,,9.7036,
21/10/2005,1.1947,,,,9.6448,
24/10/2005,1.1983,,,,9.6722,
25/10/2005,1.2111,,,,9.7793,
26/10/2005,1.2065,,,,9.7412,
27/10/2005,1.2138,,,,9.7976,
28/10/2005,1.2061,,,,9.7365,
31/10/2005,1.1987,,,,9.6701,
01/11/2005,1.2009,,,,9.7106,
02/11/2005,1.2067,,,,9.7378,
03/11/2005,1.1942,,,,9.6321,
04/11/2005,1.182,,,,9.5527,
07/11/2005,1.181,,,,9.5259,
08/11/2005,1.1779,,,,9.5245,
09/11/2005,1.1765,,,,9.512,
10/11/2005,1.1684,,,,9.4441,
11/11/2005,1.1721,,,,9.4757,
14/11/2005,1.1692,,,,9.444,
15/11/2005,1.1718,,,,9.4698,
16/11/2005,1.1671,,,,9.4286,
17/11/2005,1.1757,,,,9.501,
18/11/2005,1.1766,,,,9.4932,
21/11/2005,1.1726,,,,9.4777,
22/11/2005,1.1811,,,,9.5439,
23/11/2005,1.1818,,,,9.5402,
24/11/2005,1.1786,,,,9.5214,
25/11/2005,1.1723,,,,9.4706,
28/11/2005,1.1848,,,,9.5738,
29/11/2005,1.1783,,,,9.5163,
30/11/2005,1.1787,,,,9.5171,
01/12/2005,1.1732,,,,9.4752,
02/12/2005,1.1715,,,,9.4608,
05/12/2005,1.1782,,,,9.5195,
06/12/2005,1.1785,,,,9.5208,
07/12/2005,1.172,,,,9.464,
08/12/2005,1.1816,,,,9.5402,
09/12/2005,1.181,,,,9.5362,
12/12/2005,1.1954,,,,9.6466,
13/12/2005,1.1936,,,,9.6341,
14/12/2005,1.2002,,,,9.6871,
15/12/2005,1.1977,,,,9.6672,
16/12/2005,1.2012,,,,9.6956,
19/12/2005,1.2003,,,,9.6876,
20/12/2005,1.1868,,,,9.5736,
21/12/2005,1.1831,,,,9.5522,
22/12/2005,1.1867,,,,9.5836,
23/12/2005,1.1873,,,,9.5837,
26/12/2005,1.1847,,,,9.5642,
27/12/2005,1.1828,,,,9.548,
28/12/2005,1.1831,,,,9.5534,
29/12/2005,1.1842,,,,9.5549,
30/12/2005,1.184,,,,9.5519,
02/1/2006,1.1822,,,,9.5415,
03/1/2006,1.2011,,,,9.6931,
04/1/2006,1.2128,,,,9.7837,
05/1/2006,1.2101,,,,9.7579,
06/1/2006,1.2148,,,,9.7974,
09/1/2006,1.2086,,,,9.743,
10/1/2006,1.2066,,,,9.7284,
11/1/2006,1.2124,,,,9.776,
12/1/2006,1.2034,,,,9.7025,
13/1/2006,1.2135,,,,9.7895,
16/1/2006,1.2118,,,,9.776,
17/1/2006,1.2105,,,,9.7667,
18/1/2006,1.2102,,,,9.7703,
19/1/2006,1.2098,,,,9.7591,
20/1/2006,1.2136,,,,9.7793,
23/1/2006,1.231,,,,9.9189,
24/1/2006,1.2278,,,,9.8989,
25/1/2006,1.2245,,,,9.8728,
26/1/2006,1.2212,,,,9.8413,
27/1/2006,1.2098,,,,9.7534,
30/1/2006,1.2087,,,,9.7462,
31/1/2006,1.2154,,,,9.7969,
01/2/2006,1.206,,,,9.7228,
02/2/2006,1.2096,,,,9.7518,
03/2/2006,1.2023,,,,9.6937,
06/2/2006,1.1962,,,,9.6385,
07/2/2006,1.1973,,,,9.6459,
08/2/2006,1.1952,,,,9.6268,
09/2/2006,1.1979,,,,9.6509,
10/2/2006,1.1898,,,,9.5782,
13/2/2006,1.1903,,,,9.5749,
14/2/2006,1.1914,,,,9.5864,
15/2/2006,1.1883,,,,9.5728,
16/2/2006,1.1894,,,,9.5731,
17/2/2006,1.1932,,,,9.6011,
20/2/2006,1.1937,,,,9.6049,
21/2/2006,1.1908,,,,9.587,
22/2/2006,1.1911,,,,9.5791,
23/2/2006,1.1922,,,,9.5894,
24/2/2006,1.187,,,,9.5449,
27/2/2006,1.1846,,,,9.5218,
28/2/2006,1.1919,,,,9.5812,
01/3/2006,1.1913,,,,9.5707,
02/3/2006,1.204,,,,9.6731,
03/3/2006,1.2037,,,,9.6722,
06/3/2006,1.2016,,,,9.6551,
07/3/2006,1.1884,,,,9.556,
08/3/2006,1.1922,,,,9.591,
09/3/2006,1.1913,,,,9.5887,
10/3/2006,1.1914,,,,9.5908,
13/3/2006,1.1958,,,,9.6244,
14/3/2006,1.2015,,,,9.6704,
15/3/2006,1.2069,,,,9.6986,
16/3/2006,1.2179,,,,9.7852,
17/3/2006,1.2189,,,,9.7878,
20/3/2006,1.2165,,,,9.7673,
21/3/2006,1.2088,,,,9.7002,
22/3/2006,1.2077,,,,9.6902,
23/3/2006,1.197,,,,9.6084,
24/3/2006,1.2034,,,,9.6602,
27/3/2006,1.2011,,,,9.6329,
28/3/2006,1.2001,,,,9.6273,
29/3/2006,1.2028,,,,9.6505,
30/3/2006,1.2169,,,,9.7619,
31/3/2006,1.2117,,,,9.7116,
03/4/2006,1.2136,,,,9.7304,
04/4/2006,1.2254,,,,9.8219,
05/4/2006,1.2293,,,,9.8456,
06/4/2006,1.2224,,,,9.7859,
07/4/2006,1.2087,,,,9.6842,
10/4/2006,1.2114,,,,9.6989,
11/4/2006,1.2145,,,,9.7263,
12/4/2006,1.2105,,,,9.6922,
13/4/2006,1.2114,,,,9.7082,
14/4/2006,1.2108,,,,9.7034,
17/4/2006,1.2251,,,,9.8227,
18/4/2006,1.2351,,,,9.9082,
19/4/2006,1.238,,,,9.9184,
20/4/2006,1.2319,,,,9.8663,
21/4/2006,1.2338,,,,9.8891,
24/4/2006,1.2393,,,,9.9354,
25/4/2006,1.2434,,,,9.9574,
26/4/2006,1.2444,,,,9.9771,
27/4/2006,1.2529,,,,10.0435,
28/4/2006,1.2634,,,,10.1192,
01/5/2006,1.2585,,,,10.0831,
02/5/2006,1.2615,,,,10.1056,
03/5/2006,1.264,,,,10.1224,
04/5/2006,1.2694,,,,10.1713,
05/5/2006,1.2722,,,,10.1921,
08/5/2006,1.2706,,,,10.1758,
09/5/2006,1.2761,,,,10.2122,
10/5/2006,1.2788,,,,10.2298,
11/5/2006,1.2833,,,,10.2717,
12/5/2006,1.2929,,,,10.3522,
15/5/2006,1.2795,,,,10.2438,
16/5/2006,1.2861,,,,10.2894,
17/5/2006,1.2734,,,,10.1861,
18/5/2006,1.286,,,,10.3014,
19/5/2006,1.2771,,,,10.2391,
22/5/2006,1.2872,,,,10.3287,
23/5/2006,1.2819,,,,10.2752,
24/5/2006,1.2751,,,,10.2231,
25/5/2006,1.2804,,,,10.2696,
26/5/2006,1.2732,,,,10.2159,
29/5/2006,1.2751,,,,10.2264,
30/5/2006,1.2873,,,,10.333,
31/5/2006,1.281,,,,10.2747,
01/6/2006,1.2809,,,,10.27,
02/6/2006,1.2915,,,,10.3609,
05/6/2006,1.2905,,,,10.3322,
06/6/2006,1.2819,,,,10.2722,
07/6/2006,1.2789,,,,10.2493,
08/6/2006,1.265,,,,10.1434,
09/6/2006,1.2641,,,,10.1244,
12/6/2006,1.2583,,,,10.0861,
13/6/2006,1.2543,,,,10.0585,
14/6/2006,1.2603,,,,10.0805,
15/6/2006,1.2635,,,,10.1058,
16/6/2006,1.2642,,,,10.1104,
19/6/2006,1.2572,,,,10.0688,
20/6/2006,1.2583,,,,10.0675,
21/6/2006,1.2658,,,,10.1261,
22/6/2006,1.2577,,,,10.0513,
23/6/2006,1.2509,,,,10.0044,
26/6/2006,1.2587,,,,10.0672,
27/6/2006,1.2583,,,,10.0607,
28/6/2006,1.2555,,,,10.0431,
29/6/2006,1.266,,,,10.1217,
30/6/2006,1.2786,,,,10.2167,
03/7/2006,1.2795,,,,10.2329,
04/7/2006,1.2793,,,,10.2229,
05/7/2006,1.2719,,,,10.1695,
06/7/2006,1.2777,,,,10.2093,
07/7/2006,1.2807,,,,10.2238,
10/7/2006,1.2735,,,,10.1711,
11/7/2006,1.2771,,,,10.2043,
12/7/2006,1.27,,,,10.1525,
13/7/2006,1.2691,,,,10.1384,
14/7/2006,1.265,,,,10.1152,
17/7/2006,1.2518,,,,10.0113,
18/7/2006,1.2505,,,,9.9983,
19/7/2006,1.2592,,,,10.0757,
20/7/2006,1.2627,,,,10.0872,
21/7/2006,1.2694,,,,10.1278,
24/7/2006,1.2634,,,,10.0884,
25/7/2006,1.2576,,,,10.0398,
26/7/2006,1.2716,,,,10.1491,
27/7/2006,1.2696,,,,10.1238,
28/7/2006,1.2761,,,,10.1705,
31/7/2006,1.2762,,,,10.1708,
01/8/2006,1.2827,,,,10.2238,
02/8/2006,1.2786,,,,10.1908,
03/8/2006,1.2802,,,,10.2093,
04/8/2006,1.2871,,,,10.2656,
07/8/2006,1.2832,,,,10.2277,
08/8/2006,1.2831,,,,10.2294,
09/8/2006,1.2861,,,,10.2568,
10/8/2006,1.2792,,,,10.1931,
11/8/2006,1.2719,,,,10.1445,
14/8/2006,1.2717,,,,10.152,
15/8/2006,1.2785,,,,10.2272,
16/8/2006,1.2843,,,,10.2591,
17/8/2006,1.2829,,,,10.235,
18/8/2006,1.2823,,,,10.2259,
21/8/2006,1.289,,,,10.2672,
22/8/2006,1.2803,,,,10.1995,
23/8/2006,1.2786,,,,10.1863,
24/8/2006,1.2766,,,,10.1753,
25/8/2006,1.2749,,,,10.1759,
28/8/2006,1.2778,,,,10.181,
29/8/2006,1.2826,,,,10.2131,
30/8/2006,1.2837,,,,10.2155,
31/8/2006,1.2806,,,,10.1842,
01/9/2006,1.2835,,,,10.2077,
04/9/2006,1.2872,,,,10.2178,
05/9/2006,1.2818,,,,10.1795,
06/9/2006,1.2804,,,,10.1663,
07/9/2006,1.2732,,,,10.108,
08/9/2006,1.2672,,,,10.0733,
11/9/2006,1.2702,,,,10.0983,
12/9/2006,1.2684,,,,10.0803,
13/9/2006,1.2694,,,,10.0818,
14/9/2006,1.2719,,,,10.1063,
15/9/2006,1.2647,,,,10.0638,
18/9/2006,1.2701,,,,10.0896,
19/9/2006,1.2677,,,,10.0605,
20/9/2006,1.2685,,,,10.0537,
21/9/2006,1.2779,,,,10.124,
22/9/2006,1.2777,,,,10.1117,
25/9/2006,1.2748,,,,10.098,
26/9/2006,1.2683,,,,10.0358,
27/9/2006,1.2698,,,,10.0355,
28/9/2006,1.2703,,,,10.0265,
29/9/2006,1.2671,,,,10.021,
02/10/2006,1.2737,,,,10.0716,
03/10/2006,1.2734,,,,10.0661,
04/10/2006,1.2715,,,,10.0503,
05/10/2006,1.2691,,,,10.0337,
06/10/2006,1.2597,,,,9.9586,
09/10/2006,1.2593,,,,9.9508,
10/10/2006,1.2536,,,,9.9073,
11/10/2006,1.2516,,,,9.907,
12/10/2006,1.2558,,,,9.9361,
13/10/2006,1.2512,,,,9.8861,
16/10/2006,1.253,,,,9.9083,
17/10/2006,1.2537,,,,9.911,
18/10/2006,1.2531,,,,9.9073,
19/10/2006,1.2625,,,,9.984,
20/10/2006,1.2612,,,,9.9635,
23/10/2006,1.2547,,,,9.9102,
24/10/2006,1.2555,,,,9.92,
25/10/2006,1.26,,,,9.9561,
26/10/2006,1.2691,,,,10.0173,
27/10/2006,1.2738,,,,10.0494,
30/10/2006,1.2731,,,,10.0281,
31/10/2006,1.2761,,,,10.052,
01/11/2006,1.2753,,,,10.039,
02/11/2006,1.2775,,,,10.0581,
03/11/2006,1.2716,,,,10.0088,
06/11/2006,1.272,,,,10.0186,
07/11/2006,1.277,,,,10.0551,
08/11/2006,1.2755,,,,10.0328,
09/11/2006,1.2825,,,,10.0846,
10/11/2006,1.2843,,,,10.0992,
13/11/2006,1.2801,,,,10.0644,
14/11/2006,1.281,,,,10.0746,
15/11/2006,1.2825,,,,10.0881,
16/11/2006,1.2797,,,,10.0698,
17/11/2006,1.2826,,,,10.0964,
20/11/2006,1.281,,,,10.0869,
21/11/2006,1.2844,,,,10.106,
22/11/2006,1.2942,,,,10.1784,
23/11/2006,1.2941,,,,10.1733,
24/11/2006,1.309,,,,10.2836,
27/11/2006,1.3132,,,,10.299,
28/11/2006,1.3201,,,,10.3529,
29/11/2006,1.3147,,,,10.3013,
30/11/2006,1.324,,,,10.3692,
01/12/2006,1.3334,,,,10.4386,
04/12/2006,1.3319,,,,10.4281,
05/12/2006,1.3322,,,,10.421,
06/12/2006,1.3291,,,,10.3972,
07/12/2006,1.329,,,,10.4091,
08/12/2006,1.3199,,,,10.3285,
11/12/2006,1.3235,,,,10.3604,
12/12/2006,1.3279,,,,10.3975,
13/12/2006,1.3216,,,,10.3402,
14/12/2006,1.3145,,,,10.2807,
15/12/2006,1.3081,,,,10.2372,
18/12/2006,1.3097,,,,10.2426,
19/12/2006,1.3189,,,,10.3172,
20/12/2006,1.3176,,,,10.2952,
21/12/2006,1.3171,,,,10.2927,
22/12/2006,1.3142,,,,10.2687,
25/12/2006,1.3129,,,,10.2686,
26/12/2006,1.3095,,,,10.2433,
27/12/2006,1.3118,,,,10.2529,
28/12/2006,1.3146,,,,10.2665,
29/12/2006,1.3196,,,,10.2999,
01/1/2007,1.3199,,,,10.313,
02/1/2007,1.3276,,,,10.3709,
03/1/2007,1.3161,,,,10.2826,
04/1/2007,1.3083,,,,10.2102,
05/1/2007,1.3002,,,,10.1582,
08/1/2007,1.3019,,,,10.1664,
09/1/2007,1.2996,,,,10.143,
10/1/2007,1.2933,,,,10.0942,
11/1/2007,1.2892,,,,10.0487,
12/1/2007,1.2916,,,,10.0689,
15/1/2007,1.2935,,,,10.0805,
16/1/2007,1.2917,,,,10.0608,
17/1/2007,1.2936,,,,10.055,
18/1/2007,1.2953,,,,10.0678,
19/1/2007,1.2965,,,,10.0787,
22/1/2007,1.2947,,,,10.0678,
23/1/2007,1.3024,,,,10.1282,
24/1/2007,1.2961,,,,10.0741,
25/1/2007,1.2932,,,,10.0457,
26/1/2007,1.2915,,,,10.0443,
29/1/2007,1.2955,,,,10.0685,
30/1/2007,1.2964,,,,10.0825,
31/1/2007,1.3033,,,,10.133,
01/2/2007,1.3021,,,,10.1032,
02/2/2007,1.2968,,,,10.055,
05/2/2007,1.2922,,,,10.0308,
06/2/2007,1.298,,,,10.0656,
07/2/2007,1.3018,,,,10.0773,
08/2/2007,1.3038,,,,10.1031,
09/2/2007,1.3004,,,,10.0776,
12/2/2007,1.2963,,,,10.0522,
13/2/2007,1.3036,,,,10.114,
14/2/2007,1.3127,,,,10.1848,
15/2/2007,1.3145,,,,10.1916,
16/2/2007,1.3139,,,,10.1786,
19/2/2007,1.3153,,,,10.1925,
20/2/2007,1.3138,,,,10.1863,
21/2/2007,1.3138,,,,10.1817,
22/2/2007,1.3124,,,,10.1701,
23/2/2007,1.3166,,,,10.2049,
26/2/2007,1.3182,,,,10.2099,
27/2/2007,1.324,,,,10.2463,
28/2/2007,1.3233,,,,10.2385,
01/3/2007,1.3184,,,,10.2091,
02/3/2007,1.3192,,,,10.2151,
05/3/2007,1.3093,,,,10.148,
06/3/2007,1.3125,,,,10.1576,
07/3/2007,1.3175,,,,10.1969,
08/3/2007,1.3129,,,,10.1627,
09/3/2007,1.3113,,,,10.1534,
12/3/2007,1.3187,,,,10.2157,
13/3/2007,1.3196,,,,10.2219,
14/3/2007,1.3224,,,,10.2371,
15/3/2007,1.3237,,,,10.2485,
16/3/2007,1.3311,,,,10.2976,
19/3/2007,1.33,,,,10.2889,
20/3/2007,1.3314,,,,10.3007,
21/3/2007,1.3385,,,,10.3564,
22/3/2007,1.3331,,,,10.2968,
23/3/2007,1.3282,,,,10.2696,
26/3/2007,1.3333,,,,10.3137,
27/3/2007,1.3352,,,,10.3251,
28/3/2007,1.3316,,,,10.2895,
29/3/2007,1.3331,,,,10.3005,
30/3/2007,1.3355,,,,10.3231,
02/4/2007,1.3368,,,,10.3291,
03/4/2007,1.3333,,,,10.3071,
04/4/2007,1.3371,,,,10.3403,
05/4/2007,1.3421,,,,10.3724,
06/4/2007,1.3377,,,,10.3264,
09/4/2007,1.3353,,,,10.3275,
10/4/2007,1.3436,,,,10.3878,
11/4/2007,1.343,,,,10.3752,
12/4/2007,1.3485,,,,10.4171,
13/4/2007,1.3529,,,,10.446,
16/4/2007,1.3531,,,,10.4556,
17/4/2007,1.3571,,,,10.496,
18/4/2007,1.3607,,,,10.5079,
19/4/2007,1.3606,,,,10.4999,
20/4/2007,1.359,,,,10.4873,
23/4/2007,1.3575,,,,10.4826,
24/4/2007,1.3641,,,,10.538,
25/4/2007,1.3637,,,,10.5249,
26/4/2007,1.3593,,,,10.5016,
27/4/2007,1.3652,,,,10.5408,
30/4/2007,1.3645,,,,10.5127,
01/5/2007,1.3603,,,,10.4827,
02/5/2007,1.3589,,,,10.4703,
03/5/2007,1.3554,,,,10.4426,
04/5/2007,1.3589,,,,10.4711,
07/5/2007,1.3598,,,,10.4757,
08/5/2007,1.3541,,,,10.4197,
09/5/2007,1.3528,,,,10.4071,
10/5/2007,1.3484,,,,10.3723,
11/5/2007,1.3527,,,,10.3835,
14/5/2007,1.354,,,,10.4003,
15/5/2007,1.359,,,,10.4385,
16/5/2007,1.352,,,,10.3862,
17/5/2007,1.3494,,,,10.348,
18/5/2007,1.3508,,,,10.3552,
21/5/2007,1.3467,,,,10.3204,
22/5/2007,1.3449,,,,10.2912,
23/5/2007,1.346,,,,10.3003,
24/5/2007,1.3427,,,,10.2751,
25/5/2007,1.344,,,,10.284,
28/5/2007,1.3452,,,,10.2834,
29/5/2007,1.3444,,,,10.2874,
30/5/2007,1.3428,,,,10.2671,
31/5/2007,1.3451,,,,10.2841,
01/6/2007,1.3448,,,,10.2825,
04/6/2007,1.3491,,,,10.3144,
05/6/2007,1.3523,,,,10.3345,
06/6/2007,1.3503,,,,10.3089,
07/6/2007,1.3428,,,,10.2715,
08/6/2007,1.3373,,,,10.2364,
11/6/2007,1.3358,,,,10.239,
12/6/2007,1.3301,,,,10.166,
13/6/2007,1.3311,,,,10.1575,
14/6/2007,1.331,,,,10.1487,
15/6/2007,1.3387,,,,10.2069,
18/6/2007,1.3413,,,,10.2334,
19/6/2007,1.3426,,,,10.2266,
20/6/2007,1.3404,,,,10.211,
21/6/2007,1.3394,,,,10.2029,
22/6/2007,1.3468,,,,10.2687,
25/6/2007,1.3463,,,,10.2559,
26/6/2007,1.3452,,,,10.2467,
27/6/2007,1.3451,,,,10.2471,
28/6/2007,1.3445,,,,10.2377,
29/6/2007,1.3541,,,,10.3061,
02/7/2007,1.3625,,,,10.3619,
03/7/2007,1.361,,,,10.334,
04/7/2007,1.3611,,,,10.3376,
05/7/2007,1.3596,,,,10.3296,
06/7/2007,1.3627,,,,10.3558,
09/7/2007,1.3627,,,,10.3579,
10/7/2007,1.3745,,,,10.4186,
11/7/2007,1.3744,,,,10.3916,
12/7/2007,1.3792,,,,10.4351,
13/7/2007,1.3782,,,,10.4323,
16/7/2007,1.377,,,,10.4184,
17/7/2007,1.3786,,,,10.422,
18/7/2007,1.3803,,,,10.4385,
19/7/2007,1.3796,,,,10.434,
20/7/2007,1.3826,,,,10.4642,
23/7/2007,1.3809,,,,10.4409,
24/7/2007,1.3826,,,,10.4537,
25/7/2007,1.3722,,,,10.3677,
26/7/2007,1.3742,,,,10.3944,
27/7/2007,1.3633,,,,10.3059,
30/7/2007,1.3692,,,,10.3601,
31/7/2007,1.3672,,,,10.3502,
01/8/2007,1.3668,,,,10.3454,
02/8/2007,1.3698,,,,10.373,
03/8/2007,1.3773,,,,10.4172,
06/8/2007,1.3792,,,,10.4221,
07/8/2007,1.3742,,,,10.4039,
08/8/2007,1.3795,,,,10.4512,
09/8/2007,1.3671,,,,10.3469,
10/8/2007,1.3692,,,,10.3683,
13/8/2007,1.3609,,,,10.319,
14/8/2007,1.3535,,,,10.2548,
15/8/2007,1.3425,,,,10.1815,
16/8/2007,1.3423,,,,10.2041,
17/8/2007,1.3474,,,,10.2328,
20/8/2007,1.3472,,,,10.2214,
21/8/2007,1.346,,,,10.2141,
22/8/2007,1.3549,,,,10.2934,
23/8/2007,1.3568,,,,10.2879,
24/8/2007,1.3679,,,,10.3523,
27/8/2007,1.3643,,,,10.3091,
28/8/2007,1.3603,,,,10.2758,
29/8/2007,1.3676,,,,10.3213,
30/8/2007,1.3636,,,,10.2849,
31/8/2007,1.3628,,,,10.2803,
03/9/2007,1.362,,,,10.2733,
04/9/2007,1.3605,,,,10.2703,
05/9/2007,1.3648,,,,10.3038,
06/9/2007,1.3688,,,,10.3178,
07/9/2007,1.3766,,,,10.3747,
10/9/2007,1.3797,,,,10.3747,
11/9/2007,1.3836,,,,10.4096,
12/9/2007,1.3902,,,,10.4583,
13/9/2007,1.3867,,,,10.4142,
14/9/2007,1.3873,,,,10.4249,
17/9/2007,1.3865,,,,10.4292,
18/9/2007,1.398,,,,10.5158,
19/9/2007,1.3966,,,,10.483,
20/9/2007,1.4072,,,,10.5707,
21/9/2007,1.4089,,,,10.5703,
24/9/2007,1.4083,,,,10.5743,
25/9/2007,1.4145,,,,10.622,
26/9/2007,1.4129,,,,10.6165,
27/9/2007,1.4149,,,,10.6324,
28/9/2007,1.4271,,,,10.7097,
01/10/2007,1.4231,,,,10.6789,
02/10/2007,1.4151,,,,10.6204,
03/10/2007,1.4083,,,,10.5701,
04/10/2007,1.4133,,,,10.6076,
05/10/2007,1.4135,,,,10.6076,
08/10/2007,1.4057,,,,10.5464,
09/10/2007,1.4106,,,,10.5998,
10/10/2007,1.4145,,,,10.6221,
11/10/2007,1.4193,,,,10.6549,
12/10/2007,1.4178,,,,10.647,
15/10/2007,1.421,,,,10.6973,
16/10/2007,1.4161,,,,10.6485,
17/10/2007,1.4202,,,,10.6758,
18/10/2007,1.4292,,,,10.7363,
19/10/2007,1.4304,,,,10.7402,
22/10/2007,1.4177,,,,10.6463,
23/10/2007,1.426,,,,10.7001,
24/10/2007,1.4265,,,,10.6899,
25/10/2007,1.4321,,,,10.7187,
26/10/2007,1.4396,,,,10.7776,
29/10/2007,1.4423,,,,10.7812,
30/10/2007,1.4438,,,,10.7777,
31/10/2007,1.448,,,,10.8188,
01/11/2007,1.4418,,,,10.7573,
02/11/2007,1.4507,,,,10.8135,
05/11/2007,1.4462,,,,10.78,
06/11/2007,1.4554,,,,10.8471,
07/11/2007,1.4643,,,,10.8966,
08/11/2007,1.4672,,,,10.8881,
09/11/2007,1.4674,,,,10.8727,
12/11/2007,1.4533,,,,10.7697,
13/11/2007,1.4601,,,,10.8515,
14/11/2007,1.4656,,,,10.8776,
